SMILES,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,C1SP2,C1SP3,C2SP2,C2SP3,C3SP2,C3SP3,ECCEN,fragC,khs.aaaC,khs.aaCH,khs.aaN,khs.aaNH,khs.aaO,khs.aasC,khs.ddsN,khs.ddssS,khs.dNH,khs.dO,khs.dsCH,khs.dsN,khs.dssC,khs.sBr,khs.sCH3,khs.sCl,khs.sF,khs.sNH2,khs.sOH,khs.ssCH2,khs.ssNH,khs.ssO,khs.ssS,khs.sssCH,khs.sssN,khs.ssssC,Kier1,Kier2,Kier3,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MDEO-11,MDEO-12,MDEO-22,PetitjeanNumber,SC-3,SC-4,SC-5,SC-6,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,SPC-4,SPC-5,SPC-6,TopoPSA,topoShape,VAdjMat,VC-3,VC-4,VC-5,VC-6,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,VPC-4,VPC-5,VPC-6,WPATH,WPOL,Zagreb
InChI%3D1S%2FC11H11N5%2Fc12-10-7-6-9%2811%2813%2914-10%2916-15-8-4-2-1-3-5-8%2Fh1-7H%2C%28H4%2C12%2C13%2C14%29,0.224849924445152,-0.0559251755475998,-0.0752060934901237,-0.0189881194382906,0.0362180881202221,17.7999401092529,18.3570995330811,24.3818283081055,22.7141990661621,16.2432613372803,899.238098144531,1001.50677490234,1271.64916992188,1126.97546386719,779.963806152344,1,1,0,9,0,0,261,784.049987792969,0,5,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,0,2,0,0,12.4567470550537,6.07438039779663,3.76923084259033,0,0,0,0,6.93297576904297,7.89757919311523,0,2.18224716186523,0,0,0.25,1.78549027442932,0,1.31037068367004,0,0,0,0,0,0.5,0.89516818523407,0,0.117851130664349,0,0,0,0,0.170103460550308,0.256364077329636,11.3804693222046,7.75402021408081,6.73697376251221,5.2795991897583,4.08253812789917,3.06923675537109,1.78118598461151,0.973315417766571,1.79343962669373,2.44252419471741,2.95225691795349,,1,5,0.36455824971199,0,0.0304290316998959,0,0,0,0,0.0737416818737984,0.0778678804636002,8.92744255065918,5.30963277816772,3.80571627616882,2.52325201034546,1.60636961460114,1.03550899028778,0.420228838920593,0.175596728920937,0.627356469631195,0.695948123931885,0.71141517162323,485,20,78
InChI%3D1S%2FC6H11NO2%2Fc1-3-5-6%284-2%297%288%299%2Fh5H%2C3-4H2%2C1-2H3,0.0521444082260132,-0.00174343504477292,-0.00744068343192339,-0.0075646466575563,-0.00805394724011421,10.9089260101318,9.27311706542969,10.7710237503052,10.660737991333,8.494553565979,325.473388671875,321.606689453125,337.726470947266,301.876861572266,191.92448425293,0,2,2,2,0,0,63,289.029998779297,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,9,4.83950614929199,3.55555558204651,0.200000002980232,2.80396580696106,0.816496610641479,0,1.65096366405487,2.38110160827637,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.400000005960464,0.5,0,0.16666667163372,0,0,0,0,0,0,7.27602100372314,4.21874380111694,3.20102000236511,2.12665247917175,1.37965285778046,0.537457466125488,0,0,1.08925569057465,1.20710682868958,0.804737865924835,45.8199996948242,0.666666686534882,4.16992521286011,0.12855489552021,0,0.0152145158499479,0,0,0,0,0,0,5.75527381896973,3.05344557762146,1.71437311172485,1.0364955663681,0.583597242832184,0.218873172998428,0,0,0.27824130654335,0.297906488180161,0.158441662788391,96,9,34
InChI%3D1S%2FC12H12N2O2%2Fc13-9-3-1-7%285-11%289%2915%298-2-4-10%2814%2912%2816%296-8%2Fh1-6%2C15-16H%2C13-14H2,0.223723083734512,-0.048406969755888,-0.102079778909683,0.0427583903074265,0.0119159817695618,18.268913269043,17.9965553283691,25.9931087493896,27.100040435791,17.660737991333,966.334899902344,1112.6123046875,1516.52697753906,1439.82458496094,983.597290039062,0,0,0,10,0,2,230,601.039978027344,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12.4567470550537,5.10416650772095,2.83111119270325,0,0,0,0,5.46963167190552,15.0080585479736,0,5.26933193206787,0,0,0.111111111938953,0,0,0,0,0,0.142857149243355,0,0,0.444444447755814,1.27614235877991,0,0.416666656732559,0,0,0,0,0.136082768440247,0.350732952356339,11.7067422866821,7.57538747787476,7.05539989471436,5.94414329528809,4.03467750549316,3.39886808395386,2.18593811988831,1.32471287250519,3.11453151702881,3.48781371116638,4.9586329460144,92.5,0.800000011920929,5,0.462432771921158,0,0.070810928940773,0,0,0,0,0.0481125228106976,0.073350615799427,8.51322937011719,4.75063180923462,3.54718971252441,2.39420700073242,1.44647336006165,0.996574282646179,0.502102375030518,0.245594993233681,0.852615058422089,0.868088901042938,0.989021480083466,440,24,82
InChI%3D1S%2FC6H9NO6%2Fc8-4%289%291-7%282-5%2810%2911%293-6%2812%2913%2Fh1-3H2%2C%28H%2C8%2C9%29%28H%2C10%2C11%29%28H%2C12%2C13%29,0.722767889499664,-0.352232396602631,-0.24138905107975,0.63241720199585,-0.122904643416405,18.0068016052246,14.4911079406738,19.8145141601562,15.3207960128784,18.9851036071777,444.532653808594,467.885620117188,549.9990234375,473.473083496094,470.404693603516,3,3,0,0,0,0,114,285.070007324219,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,1,0,13,6.45333337783813,8.33333301544189,0,0,0,0,1.5,4.32674884796143,0,0.75,0,0,0,0,0,0,0,0,3.1143274307251,0,0,0.5,1.42886900901794,0,0,0,0,0,0,0,0,10.430721282959,5.9135913848877,5.75467252731323,2.41421365737915,2.28867506980896,1.15470051765442,1.15470051765442,0,1.06066012382507,1.9112309217453,1.74740028381348,115.139999389648,1,4.70043992996216,0.351763039827347,0,0,0,0,0,0,0,0,6.6349196434021,3.29253625869751,2.32637763023376,1.07660162448883,0.741566359996796,0.286930650472641,0.122729115188122,0,0.323773354291916,0.44395050406456,0.307429105043411,270,12,54
InChI%3D1S%2FC16H14Cl2O3%2Fc1-2-21-15%2819%2916%2820%2C11-3-7-13%2817%298-4-11%2912-5-9-14%2818%2910-6-12%2Fh3-10%2C20H%2C2H2%2C1H3,0.443100184202194,-0.200362741947174,-0.0621210336685181,0.107853390276432,0.00990252196788788,38.7489128112793,27.2318420410156,41.5739707946777,47.3447151184082,41.5527610778809,1450.49975585938,1688.53015136719,2362.88891601562,2526.18823242188,2229.13525390625,1,2,0,10,0,3,320,876.049987792969,0,8,0,0,0,4,0,0,0,1,0,0,1,0,1,2,0,0,1,1,0,1,0,0,0,1,17.3553714752197,7.51300716400146,3.85484838485718,0,1.70922160148621,0.91774445772171,0.25,9.93192005157471,15.5791988372803,3.59239459037781,2.78208088874817,2.87174582481384,0,0,0,0,0,0,0,0.333333343267441,0.816496610641479,0,0.5,1.66637456417084,0.0962250456213951,0.733301997184753,0.164266422390938,0,0,0,0.16666667163372,0.25,15.4578189849854,9.97941780090332,8.96933937072754,7.57453918457031,5.64626455307007,4.34582042694092,2.89583516120911,1.83991479873657,4.3791937828064,6.63413238525391,9.03979682922363,46.5299987792969,1,5.39231729507446,0.816502928733826,0.0279508493840694,0.145252838730812,0.0232923738658428,0,0,0,0.0555555559694767,0.0907718539237976,12.8574056625366,7.1542649269104,5.31753778457642,3.59878826141357,2.27206492424011,1.59427058696747,0.945567429065704,0.489224970340729,1.5047060251236,1.81020605564117,2.07993912696838,876,35,106
InChI%3D1S%2FC2H6N2O%2Fc1-4%283%292-5%2Fh2H%2C3H2%2C1H3,0.195165738463402,-0.13063557446003,0.0570457205176353,-0.023993007838726,0,6.49444532394409,5.02445030212402,4.88583660125732,2.88555788993835,0,117.620849609375,103.590843200684,90.324577331543,32.3028564453125,0,0,0,0,0,0,0,19,80.0299987792969,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,2.25,4,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333343267441,0.40824830532074,0,0,0,0,0,0,0,0,4.28445720672607,2.27005553245544,1.80209517478943,0.816496610641479,0,0,0,0,0.40824830532074,0,0,46.3300018310547,0.5,3.32192802429199,0.149071201682091,0,0,0,0,0,0,0,0,3.01016235351562,1.19931364059448,0.770878255367279,0.166267320513725,0,0,0,0,0.0608580633997917,0,0,18,2,16
InChI%3D1S%2FC12H14N2O2%2Fc1-2-12%289-6-4-3-5-7-9%2910%2815%2913-8-14-11%2812%2916%2Fh3-7H%2C2%2C8H2%2C1H3%2C%28H%2C13%2C15%29%28H%2C14%2C16%29,0.313227117061615,-0.216174751520157,0.180107116699219,-0.23466931283474,0.113435573875904,18.268913269043,18.3289241790771,26.4634742736816,32.6538467407227,30.8710651397705,1051.5244140625,1240.61218261719,1771.33215332031,1914.24694824219,1441.53625488281,2,1,0,6,0,1,182,721.039978027344,0,5,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,2,2,0,0,0,0,0,1,12.4567470550537,5.10416650772095,2.07999992370605,0,1.82960724830627,1,0.5,7.47801208496094,7.91333341598511,2.94171333312988,1.5,3,0,0,0,0,0.5,0,0,0.25,0,0,0.428571432828903,1.00236427783966,0.0680413842201233,0.635379731655121,0.130245730280876,0,0,0,0.160987630486488,0.244569525122643,11.5960121154785,7.71437931060791,6.53385829925537,6.08689212799072,5.18376588821411,3.36784696578979,1.9000962972641,1.14323508739471,3.47784781455994,6.60510015487671,7.6841197013855,65.1800003051758,0.75,5,0.510998368263245,0.0441941730678082,0.175469577312469,0.0324090607464314,0,0,0,0.0497526861727238,0.0531877316534519,9.08981895446777,5.24822664260864,3.72977161407471,3.00131630897522,2.04045033454895,1.1406843662262,0.505922913551331,0.262227296829224,1.4493944644928,2.14442944526672,1.9278998374939,385,29,82
InChI%3D1S%2FC43H58N4O12%2Fc1-21-12-11-13-22%282%2942%2855%2945-33-28%2820-44-47-17-15-46%289%2916-18-47%2937%2852%2930-31%2838%2833%2953%2936%2851%2926%286%2940-32%2830%2941%2854%2943%288%2C59-40%2957-19-14-29%2856-10%2923%283%2939%2858-27%287%2948%2925%285%2935%2850%2924%284%2934%2821%2949%2Fh11-14%2C19-21%2C23-25%2C29%2C34-35%2C39%2C44%2C49-51%2C53H%2C15-18H2%2C1-10H3%2C%28H%2C45%2C55%29,1.6188018321991,-0.650312066078186,-0.0541037321090698,-0.22050054371357,0.281758069992065,69.7335815429688,70.0029449462891,106.564834594727,132.407928466797,139.094329833984,4639.70068359375,5550.14892578125,8151.9091796875,9528.9716796875,9738.9296875,4,12,8,7,2,8,1949,11219.16015625,0,0,0,0,0,6,0,0,0,3,6,1,8,0,10,0,0,0,5,4,1,4,0,8,2,1,50.0065498352051,21.3266181945801,10.9301128387451,4.86904907226562,11.3853521347046,31.4605026245117,1.52262949943542,7.36364269256592,31.4953594207764,1.38504493236542,0,4.51917362213135,0,0,0,0,0.25,1.12468266487122,0.333333343267441,3.25471925735474,4.34366083145142,1.31037068367004,0.428571432828903,5.35378885269165,0.144337564706802,1.97828781604767,0.0833333358168602,0,0,0.0680413842201233,0.42017012834549,1.0168741941452,43.6701164245605,27.730884552002,26.2581615447998,23.0372104644775,17.5672569274902,14.4076108932495,10.5255298614502,7.58908414840698,13.6870145797729,20.7300090789795,32.1286849975586,,0.75,6.88264322280884,2.74674010276794,0.0416666679084301,0.608193039894104,0.00850517302751541,0,0,0.0255155190825462,0.15311436355114,0.288151621818542,35.3467788696289,19.7898139953613,16.1167888641357,11.8547830581665,7.91240072250366,5.23556709289551,3.19531607627869,1.83800458908081,5.65123605728149,7.33929777145386,9.17217445373535,13890,115,314
InChI%3D1S%2FC4H8O%2Fc1-2-4-5-3-1%2Fh1-4H2,0.168022021651268,-0.0895852074027061,0.00557419145479798,0,0,5.77446889877319,5.66418409347534,5.66418409347534,0,0,150.798736572266,150.494125366211,150.034713745117,0,0,0,2,0,2,0,0,20,149.009994506836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3.20000004768372,1.44000005722046,0.639999985694885,0,0,0,0,4.24264049530029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176776692271233,0,0,3.5355339050293,2.5,1.76776695251465,1.25,0.883883476257324,0,0,0,0,0,0,9.22999954223633,0,3.32192802429199,0,0,0,0,0,0,0.102062076330185,0,0,3.23667550086975,2.0773503780365,1.31947922706604,0.827350258827209,0.510310351848602,0,0,0,0,0,0,15,0,20
InChI%3D1S%2FC6H7N3O%2Fc7-9-6%2810%295-2-1-3-8-4-5%2Fh1-4H%2C7H2%2C%28H%2C9%2C10%29,0.164216801524162,-0.078065849840641,0.0128525216132402,-0.0691674500703812,0.0819453671574593,11.8544330596924,11.1906356811523,13.5502986907959,13.0485763549805,8.74410152435303,435.988677978516,468.045074462891,557.492004394531,464.31494140625,257.284332275391,1,2,0,2,0,1,90,199.039993286133,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8.10000038146973,4,2.28571438789368,0,0,0,0,3.53277564048767,3.94154000282288,0,1,0,0,0,0.894427180290222,0,0.25,0,0,0,0,0,0.5,0.402368932962418,0,0.117851130664349,0,0,0,0,0.102062076330185,0.0589255653321743,7.39734125137329,4.8425350189209,3.78362226486206,3.09851837158203,2.03653573989868,1.41711032390594,0.569035589694977,0.319035589694977,1.08925569057465,1.33925569057465,1.37377345561981,71.5,1,4.32192802429199,0.133333340287209,0,0.0166666675359011,0,0,0,0,0.0248451996594667,0.0124225998297334,5.22839212417603,2.71582722663879,1.6944066286087,1.04202055931091,0.569565117359161,0.306654065847397,0.0853803232312202,0.0333333350718021,0.246518462896347,0.231603920459747,0.176676407456398,121,11,44
InChI%3D1S%2FC2H3Cl3%2Fc3-1-2%284%295%2Fh2H%2C1H2,0.152642473578453,-0.0496864542365074,-0.0685682073235512,0.0419334247708321,0,28.1382598876953,9.85521221160889,17.5679664611816,17.4255065917969,0,242.588073730469,218.266159057617,180.682388305664,68.0624389648438,0,0,2,0,0,0,0,19,29.0300006866455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,5,2.25,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,0.40824830532074,0,0,0,0,0,0,0,0,4.28445720672607,2.27005553245544,1.80209517478943,0.816496610641479,0,0,0,0,0.40824830532074,0,0,0,0.5,3.32192802429199,0.524890661239624,0,0,0,0,0,0,0,0,4.68613719940186,2.51933932304382,2.13103771209717,1.04978132247925,0,0,0,0,0.595170080661774,0,0,18,2,16
InChI%3D1S%2FC5H12O%2Fc1-5%282%2C3%296-4%2Fh1-4H3,0.168171614408493,-0.0867317318916321,-0.0128095149993896,0.0154554387554526,0,6.77446889877319,5.66418409347534,7.99627590179443,3,0,208.438781738281,198.32487487793,230.946090698242,79.263427734375,0,0,3,0,0,0,1,24,259.010009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,6,1.63265311717987,5.33333349227905,2.44948983192444,0,0,3.36358571052551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,1.56066012382507,0.353553384542465,0,0,0,0,0,0,0,5.207106590271,2.56066012382507,2.91421365737915,1.06066012382507,0,0,0,0,1.06066012382507,0.353553384542465,0,9.22999954223633,0.5,3.58496260643005,1.11237239837646,0.20412415266037,0,0,0,0,0,0,0,4.90824842453003,2.11237239837646,2.31649661064148,0.61237245798111,0,0,0,0,0.61237245798111,0.20412415266037,0,28,3,24
InChI%3D1S%2FC12H11N%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%2Fh1-9H%2C13H2,0.0269167870283127,-0.00876426696777344,-0.0041761165484786,-0.000494946027174592,-2.3050282834447e-05,13.3599882125854,14.1661853790283,18.3323707580566,17.498556137085,13.498556137085,804.59716796875,909.963134765625,1179.61767578125,1079.26013183594,752.67529296875,0,0,0,10,0,2,151,469.010009765625,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.55102062225342,4.48148155212402,2.26843094825745,0,0,0,0,12.4071960449219,11.3998241424561,0,2.38110160827637,0,0,0,0,0,0,0,0,0,0,0,0.428571432828903,0.538451671600342,0,0.164266422390938,0,0,0,0,0.185395404696465,0.190371423959732,9.09601211547852,6.37700986862183,5.32368564605713,4.43315410614014,3.60758376121521,2.79330086708069,1.37313032150269,0.885919213294983,1.44017744064331,2.34362530708313,3.05891346931458,26.0200004577637,0.75,4.70043992996216,0.238835453987122,0,0.0481125228106976,0,0,0,0,0.0598527938127518,0.0459639020264149,7.27350282669067,4.27670907974243,2.95327591896057,2.04558372497559,1.3776113986969,0.885475873947144,0.359116762876511,0.194355383515358,0.53222930431366,0.707068979740143,0.750154256820679,240,17,64
InChI%3D1S%2FC4H8O2%2Fc1-2-6-4-3-5-1%2Fh1-4H2,0.363465756177902,-0.181732878088951,-0.181732878088951,0.181732878088951,0,7.54893827438354,7.32836771011353,7.32836771011353,3.77446913719177,0,169.214233398438,169.141845703125,169.141845703125,84.6071166992188,0,0,4,0,0,0,0,36,166.020004272461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,4.16666650772095,2.22222232818604,1.33333337306976,0,0,0,0,3.30192732810974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333343267441,0,0,0,0,0,0,0,0,0.125,0,4.24264049530029,3,2.12132024765015,1.5,1.06066012382507,0.75,0,0,0,0,0,18.4599990844727,0,3.58496260643005,0,0,0,0,0,0,0,0.0416666679084301,0,3.6449236869812,2.15470051765442,1.22474491596222,0.744016945362091,0.439826399087906,0.25,0,0,0,0,0,27,3,24
InChI%3D1S%2FC16H12N2O2%2Fc19-15-13-7-3-1-5-11%2813%299-17-16%2820%2914-8-4-2-6-12%2814%2910-18%2815%2917%2Fh1-8H%2C9-10H2,0.340475469827652,-0.158293306827545,-0.0136465951800346,0.112929120659828,-0.153323993086815,22.268913269043,24.6889133453369,37.1005973815918,42.4289665222168,36.6504020690918,1461.90258789062,1789.49853515625,2663.41528320312,2828.48803710938,2224.81469726562,2,2,0,8,0,4,324,845.039978027344,0,8,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,13.6483936309814,5.32525968551636,2.20320010185242,0,0,0,0,11.9822311401367,18.7522296905518,0,6.12046384811401,0,0,0,0,0,0,0,1,0.200000002980232,0,0,0.444444447755814,1.26256453990936,0,0.505908012390137,0,0,0,0,0.25738850235939,0.549626410007477,13.6898698806763,9.75401973724365,8.93412971496582,8.33690071105957,7.33525800704956,6.37495088577271,4.51003742218018,3.4800341129303,3.78775095939636,6.66115188598633,10.4796323776245,40.6199989318848,0.800000011920929,5.32192802429199,0.58117014169693,0,0.139145389199257,0,0,0,0,0.0909108966588974,0.164997741580009,10.7439393997192,6.54972457885742,5.03989744186401,3.89605355262756,2.86801719665527,2.11573004722595,1.2546558380127,0.810561120510101,1.39484524726868,1.99653136730194,2.58968877792358,716,38,114
InChI%3D1S%2FH2O4S%2Fc1-5%282%2C3%294%2Fh%28H2%2C1%2C2%2C3%2C4%29,0.269426554441452,-0.207490846514702,0.0727775692939758,0,0,14.2256288528442,14.2255973815918,10.6468143463135,0,0,148.317184448242,129.13410949707,165.526519775391,0,0,0,0,0,0,0,0,12,16.0499992370605,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,2,0.5,0,0,0,0,0,0,0,4.5,2,3,0,0,0,0,0,0,0,0,82.9800033569336,1,3.32192802429199,0.270859599113464,0.0289036650210619,0,0,0,0,0,0,0,2.5780336856842,1.48355901241302,0.951187908649445,0,0,0,0,0,0,0,0,16,0,20
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H,0.298728197813034,0,-0.149364098906517,-0.0746820494532585,0,58.2765197753906,23.7104244232178,41.4208488464355,90.6973724365234,69.986946105957,1161.49096679688,1349.00231933594,1878.3134765625,1810.26770019531,871.111022949219,0,0,0,6,0,0,102,192.059997558594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,10.0833330154419,3.3950617313385,1.5625,0,0,0,0,0,0,0,9.12546539306641,0,0,0,0,0,0,0,0,0,0,0,0.200000002980232,1.15470051765442,0,0.666666686534882,0,0,0,0,0.0370370373129845,0.222222223877907,9.46410179138184,5.46410179138184,5.154700756073,4.97606754302979,2.87293410301208,1.65868926048279,0.829344630241394,0.222222223877907,3.64273452758789,4.97606754302979,7.01965713500977,0,0.25,4.58496236801147,1.30930733680725,0,0.857142865657806,0,0,0,0,0.0370370373129845,0.251976311206818,10.2674617767334,5.92792224884033,5.69027423858643,5.8567099571228,3.38137316703796,1.95223665237427,0.998824298381805,0.28571429848671,4.48108768463135,6.42127370834351,9.34938430786133,174,21,60
InChI%3D1S%2FC7H10N2O%2Fc1-10-7-3-2-5%288%294-6%287%299%2Fh2-4H%2C8-9H2%2C1H3,0.233472377061844,-0.104438148438931,-0.0344912335276604,0.0300029758363962,-0.047865267843008,11.4944448471069,10.9965543746948,14.3289251327515,13.8823909759521,8.19063568115234,481.896209716797,524.850402832031,662.774597167969,554.458435058594,267.417816162109,0,0,0,6,0,0,84,310.029998779297,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,8.10000038146973,3.40828394889832,1.99111115932465,0,0.825481832027435,0.965489387512207,0,1.65096366405487,5.85380077362061,0,1.65096366405487,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.6910440325737,0,0.117851130664349,0,0,0,0,0.0680413842201233,0.184195280075073,7.56047773361206,4.73638200759888,4.06383609771729,3.13352584838867,2.33458280563354,1.39430165290833,0.830066502094269,0.144337564706802,1.40924251079559,1.94750583171844,2.06838130950928,61.2700004577637,1,4.32192802429199,0.23848395049572,0,0.0196418557316065,0,0,0,0,0.0240562614053488,0.0375987067818642,5.79499959945679,2.92775654792786,2.00138759613037,1.2537579536438,0.752830326557159,0.381072014570236,0.162390694022179,0.0253119710832834,0.388455599546432,0.43373367190361,0.356309950351715,116,12,46
InChI%3D1S%2FC7H8N2O2%2Fc8-9-6-3-1-5%282-4-6%297%2810%2911%2Fh1-4%2C9H%2C8H2%2C%28H%2C10%2C11%29,0.212933570146561,-0.0989009290933609,0.00920116249471903,0.00754281785339117,0.0010084513342008,13.2689142227173,12.190357208252,15.9372091293335,14.9931087493896,9.82692337036133,500.452545166016,546.307800292969,676.005126953125,573.9990234375,307.674743652344,1,0,0,5,0,1,113,251.039993286133,0,4,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,9.09090900421143,4.13265323638916,2.5,0,0,0,0,3.30192732810974,7.06555128097534,0,1.31037068367004,0,0,0,1,0,0,0,0,0.5,0,0,0.428571432828903,0.70412415266037,0,0.16666667163372,0,0,0,0,0.0833333358168602,0.107038088142872,8.26758480072021,5.23638200759888,4.43307065963745,3.41157078742981,2.26314687728882,1.55943465232849,1.06115663051605,0.582466721534729,1.53323936462402,1.58155786991119,1.48758697509766,75.3499984741211,0.75,4.45943164825439,0.212310209870338,0,0.0152145158499479,0,0,0,0,0.0277777779847383,0.0277777779847383,5.74221324920654,3.0377733707428,2.02684044837952,1.29851746559143,0.709029912948608,0.423959404230118,0.184192270040512,0.0603795535862446,0.364555716514587,0.320082038640976,0.260942578315735,162,13,50
InChI%3D1S%2FC12H11ClN2O5S%2Fc13-9-5-10%2815-6-7-2-1-3-20-7%298%2812%2816%2917%294-11%289%2921%2814%2C18%2919%2Fh1-5%2C15H%2C6H2%2C%28H%2C16%2C17%29%28H2%2C14%2C18%2C19%29,0.647244513034821,-0.251453310251236,-0.0184305366128683,-0.0321527756750584,0.1481923609972,39.4328269958496,34.5085258483887,44.8883018493652,48.3308639526367,50.9665107727051,1500.37390136719,1738.45886230469,2465.10302734375,2361.29223632812,2088.92358398438,1,2,0,8,0,1,341,669.090026855469,0,5,0,0,1,5,0,1,0,3,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,17.3553714752197,7.05078125,4.48753452301025,0,0,0,0,4.50480794906616,11.0896501541138,0,5.79836463928223,0,0,0,0.16666667163372,0,0,0,0,1.44224953651428,0.503952622413635,0,0.5,2.55978560447693,0.288675129413605,0.641010880470276,0.117851130664349,0,0,0.144337564706802,0.157617628574371,0.226860836148262,15.6209554672241,9.78671264648438,9.81699085235596,6.88214731216431,5.63892364501953,3.65180683135986,3.02327489852905,1.63835000991821,3.98825263977051,6.10385227203369,7.33956098556519,131.009994506836,1,5.39231729507446,0.922211050987244,0.0417188480496407,0.195802465081215,0.0120431939139962,0,0,0.039283711463213,0.0486111119389534,0.0764097943902016,11.7524185180664,6.89382648468018,5.37824773788452,3.54459095001221,2.42661547660828,1.357297539711,0.848384916782379,0.414886564016342,1.59498012065887,2.07565832138062,2.1419529914856,939,30,108
InChI%3D1S%2FC9H13N%2Fc1-6-4-8%283%299%2810%295-7%286%292%2Fh4-5H%2C10H2%2C1-3H3,0.0269169583916664,-0.0087634464725852,-0.00417235027998686,-0.0005054249195382,-1.71348910953384e-05,10.3599882125854,10.1661853790283,14.3323707580566,13.498556137085,6.33237028121948,575.280090332031,632.276123046875,832.702697753906,699.80517578125,288.913543701172,0,3,0,3,0,3,80,439.010009765625,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,8.10000038146973,2.93877553939819,1.75,0.766309440135956,2.44948983192444,5.42161178588867,0,0.333333343267441,5.65685415267944,0,3.30192732810974,0,0,0,0,0,0,0,0,0,0,0,0.400000005960464,0.942809045314789,0,0.333333343267441,0,0,0,0,0.0555555559694767,0.222222223877907,7.72361469268799,4.60906076431274,4.380539894104,3.42994904518127,2.10210156440735,1.57683420181274,0.601579308509827,0.111111111938953,2.15380668640137,2.17273211479187,3.37359476089478,26.0200004577637,0.666666686534882,4.32192802429199,0.516346037387848,0,0.131445854902267,0,0,0,0,0.020833333954215,0.0745281279087067,6.73205089569092,3.44337558746338,2.79305505752563,1.88237142562866,0.982852399349213,0.630813658237457,0.205973982810974,0.0328614637255669,1.01162731647491,0.882540822029114,1.17420744895935,111,13,48
