SMILES,nAtomP,nAtom,MLogP,nB,ALogP,LipinksiFailures,naAromAtom,nRotB,XLogP,LipinskiFailures,AMR,nHBDon,ALogp2,nAtomLAC,nAromBond,nAtomLC
InChI%3D1S%2FC14H12N4O2%2Fc15-5-1-2-6%2816%2910-9%285%2913%2819%2911-7%2817%293-4-8%2818%2912%2811%2914%2810%2920%2Fh1-4H%2C15-18H2, 20.0, 32.0, 2.33999991416931, 22.0, -3.5271999835968, , 12.0, 0.0, -0.889999985694885, 0.0, 27.5804004669189, 4.0, 12.4411401748657, 0.0, 12.0, 0.0
InChI%3D1S%2FC12H12N2%2Fc1-3-7-11%288-4-1%2913-14-12-9-5-2-6-10-12%2Fh1-10%2C13-14H, 14.0, 26.0, 2.55999994277954, 15.0, -0.840799987316132, , 12.0, 3.0, 5.67000007629395, 1.0, 6.59999990463257, 2.0, 0.706944644451141, 0.0, 12.0, 2.0
InChI%3D1S%2FC5H8O2%2Fc1-3-5%286%297-4-2%2Fh3H%2C1%2C4H2%2C2H3, 5.0, 15.0, 1.78999996185303, 6.0, 0.862399995326996, , 0.0, 3.0, 0.955999970436096, 0.0, 26.3542995452881, 0.0, 0.743733763694763, 3.0, 0.0, 7.0
InChI%3D1S%2FC14H13NO%2Fc1-11%2816%2915-14-9-7-13%288-10-14%2912-5-3-2-4-6-12%2Fh2-10H%2C1H3%2C%28H%2C15%2C16%29, 15.0, 29.0, 2.77999997138977, 17.0, -0.0716999992728233, , 12.0, 2.0, 6.07000017166138, 1.0, 13.9007997512817, 1.0, 0.00514088990166783, 2.0, 12.0, 4.0
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-5-11%286-3-9%2914%2812%2910-4-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29, 5.0, 29.0, 1.46000003814697, 14.0, 0.0841000005602837, , 0.0, 5.0, 0.834999978542328, 0.0, 55.7243003845215, 1.0, 0.0070728100836277, 2.0, 0.0, 7.0
InChI%3D1S%2FC2H6N2O%2Fc1-3-4%282%295%2Fh1-2H3, 3.0, 11.0, 1.35000002384186, 4.0, -1.0025999546051, , 0.0, 0.0, 0.23199999332428, 0.0, 14.775899887085, 0.0, 1.00520670413971, 0.0, 0.0, 5.0
InChI%3D1S%2FC6H7ClN%2Fc7-9-6-4-2-1-3-5%286%298%2Fh1-4H%2C8H2, 7.0, 9.0, 1.89999997615814, 7.0, , , 6.0, 0.0, , 0.0, , 0.0, , 0.0, 6.0, 0.0
InChI%3D1S%2FC12H9N3O3S%2Fc16-12-7-3-1-2-4-8%287%2913-11%2814-12%299-5-6-10%2819-9%2915%2817%2918%2Fh1-6%2C11%2C13H%2C%28H%2C14%2C16%29, 10.0, 28.0, 2.00999999046326, 21.0, -0.380899995565414, , 11.0, 2.0, 3.32699990272522, 0.0, 25.6646995544434, 1.0, 0.14508481323719, 0.0, 11.0, 3.0
InChI%3D1S%2FC7H8O2%2Fc1-5-2-3-6%288%297%289%294-5%2Fh2-4%2C8-9H%2C1H3, 8.0, 17.0, 2.00999999046326, 9.0, -0.278600007295609, , 6.0, 0.0, 1.62199997901917, 0.0, 10.6312999725342, 2.0, 0.0776179581880569, 0.0, 6.0, 0.0
InChI%3D1S%2FC8H10N3O.ClH%2Fc9-4-3-6-1-2-8%2812%297%285-6%2911-10%3B%2Fh1-2%2C5%2C10H%2C3-4%2C9H2%3B1H, 9.0, 23.0, 1.78999996185303, 12.0, -1.90429997444153, , 0.0, 2.0, -0.0750000029802322, 0.0, 41.902099609375, 1.0, 3.62635850906372, 2.0, 0.0, 3.0
InChI%3D1S%2FCHCl3%2Fc2-1%283%294%2Fh1H, 0.0, 5.0, 1.24000000953674, 3.0, 1.6172000169754, , 0.0, 0.0, 2.07399988174438, 0.0, 21.364200592041, 0.0, 2.6153359413147, 0.0, 0.0, 4.0
InChI%3D1S%2FC5H12N2O4%2Fc8-2-1-7%286-11%293-5%2810%294-9%2Fh5%2C8-10H%2C1-4H2, 3.0, 23.0, 1.35000002384186, 10.0, -1.49870002269745, , 0.0, 6.0, -2.36500000953674, 0.0, 38.597599029541, 3.0, 2.24610161781311, 3.0, 0.0, 11.0
InChI%3D1S%2FC19H27NO6%2Fc1-5-13-10-12%282%2919%283%2C24%2918%2823%2925-11-14-6-8-20%284%299-7-15%2816%2814%2921%2926-17%2813%2922%2Fh5-6%2C12%2C15%2C24H%2C7-11H2%2C1-4H3%2Fb13-5%3F%2C14-6-%2Ft12-%2C15-%2C19-%2Fm1%2Fs1, 5.0, 53.0, 2.77999997138977, 27.0, 0.391999989748001, , 0.0, 0.0, 1.02699995040894, 0.0, 94.714599609375, 1.0, 0.153663992881775, 2.0, 0.0, 2.0
InChI%3D1S%2FC4H5NS%2Fc1-2-3-5-4-6%2Fh2H%2C1%2C3H2, 3.0, 11.0, 1.67999994754791, 5.0, 0.759199976921082, , 0.0, 2.0, 1.72099995613098, 0.0, 30.1049995422363, 0.0, 0.576384663581848, 3.0, 0.0, 6.0
InChI%3D1S%2FC11H14O2%2Fc1-4-5-9-6-7-10%2812-2%2911%288-9%2913-3%2Fh4%2C6-8H%2C1%2C5H2%2C2-3H3, 8.0, 27.0, 2.45000004768372, 13.0, 0.925100028514862, , 6.0, 4.0, 3.00300002098083, 0.0, 29.5333995819092, 0.0, 0.855809986591339, 3.0, 6.0, 3.0
InChI%3D1S%2FC11H23NO2%2Fc12-10-8-6-4-2-1-3-5-7-9-11%2813%2914%2Fh1-10%2C12H2%2C%28H%2C13%2C14%29, 3.0, 37.0, 2.33999991416931, 13.0, -3.24729990959167, , 0.0, 10.0, 2.89299988746643, 0.0, 43.9956016540527, 2.0, 10.5449571609497, 11.0, 0.0, 14.0
InChI%3D1S%2FC9H6N2O2%2Fc1-7-2-3-8%2810-5-12%294-9%287%2911-6-13%2Fh2-4H%2C1H3, 12.0, 19.0, 2.00999999046326, 13.0, -0.627600014209747, , 6.0, 2.0, 5.42600011825562, 1.0, 20.3850994110107, 0.0, 0.393881767988205, 0.0, 6.0, 3.0
InChI%3D1S%2FC3H4O2.Na%2Fc4-2-1-3-5%3B%2Fh1-4H%3B%2Fq%3B%2B1%2Fp-1%2Fb2-1-%3B, 5.0, 9.0, 1.46000003814697, 4.0, , , 0.0, 1.0, -0.0439999997615814, 0.0, , 0.0, , 3.0, 0.0, 5.0
InChI%3D1S%2FCN4O8%2Fc6-2%287%291%283%288%299%2C4%2810%2911%295%2812%2913, 3.0, 13.0, 0.25, 12.0, 1.45580005645752, , 0.0, 4.0, 0.796999990940094, 0.0, 13.8470001220703, 0.0, 2.11935353279114, 0.0, 0.0, 13.0
InChI%3D1S%2FC4H5N3O3%2Fc8-3-1-2-7%286-10%294%289%295-3%2Fh1-2H2%2C%28H%2C5%2C8%2C9%29, 8.0, 15.0, 1.24000000953674, 10.0, -0.400299996137619, , 0.0, 1.0, -0.819000005722046, 0.0, 31.1375007629395, 1.0, 0.160240083932877, 0.0, 0.0, 1.0
InChI%3D1S%2FC20H22O3%2Fc1-20%282%2C19%2821%2922%2923-16-12-10-15%2811-13-16%2918-9-5-7-14-6-3-4-8-17%2814%2918%2Fh3-4%2C6%2C8%2C10-13%2C18H%2C5%2C7%2C9H2%2C1-2H3%2C%28H%2C21%2C22%29, 7.0, 45.0, 3.32999992370605, 25.0, 0.0992999970912933, , 12.0, 4.0, 7.44000005722046, 1.0, 38.6148986816406, 1.0, 0.00986049044877291, 3.0, 12.0, 7.0
InChI%3D1S%2FC19H20O4%2Fc1-2-3-13-22-18%2820%2916-11-7-8-12-17%2816%2919%2821%2923-14-15-9-5-4-6-10-15%2Fh4-12H%2C2-3%2C13-14H2%2C1H3, 12.0, 43.0, 3.10999989509583, 24.0, -0.683700025081635, , 12.0, 9.0, 6.59200000762939, 1.0, 33.7296981811523, 0.0, 0.467445701360703, 4.0, 12.0, 7.0
InChI%3D1S%2FC7H9NO2S%2Fc1-6-4-2-3-5-7%286%2911%288%2C9%2910%2Fh2-5H%2C1H3%2C%28H2%2C8%2C9%2C10%29, 10.0, 20.0, 1.78999996185303, 11.0, -0.29449999332428, , 6.0, 1.0, 1.20299994945526, 0.0, 16.6436996459961, 1.0, 0.0867302492260933, 0.0, 6.0, 3.0
InChI%3D1S%2FC34H27N9O7S2.2Na%2Fc35-22-10-15-27%2826%2836%2918-22%2941-38-24-11-6-19%287-12-24%2920-8-13-25%2814-9-20%2940-42-32-28%2851%2845%2C46%2947%2916-21-17-29%2852%2848%2C49%2950%2933%2834%2844%2930%2821%2931%2832%2937%2943-39-23-4-2-1-3-5-23%3B%3B%2Fh1-18%2C44H%2C35-37H2%2C%28H%2C45%2C46%2C47%29%28H%2C48%2C49%2C50%29%3B%3B%2Fq%3B2%2A%2B1%2Fp-2%2Fb41-38%2B%2C42-40%2B%2C43-39%2B%3B%3B, 52.0, 79.0, 3.0, 57.0, , , 34.0, 9.0, 7.45599985122681, 2.0, , 4.0, , 0.0, 35.0, 3.0
InChI%3D1S%2FC10H10N4O3S%2Fc1-6%282%2912-13-10-11-5-8%2818-10%297-3-4-9%2817-7%2914%2815%2916%2Fh3-5H%2C1-2H3%2C%28H%2C11%2C13%29, 16.0, 28.0, 1.67999994754791, 19.0, -0.116300001740456, , 10.0, 4.0, 2.63599991798401, 0.0, 33.0503005981445, 2.0, 0.0135256899520755, 3.0, 10.0, 5.0
InChI%3D1S%2FC7H9NO.ClH%2Fc1-9-7-5-3-2-4-6%287%298%3B%2Fh2-5H%2C8H2%2C1H3%3B1H, 8.0, 20.0, 1.89999997615814, 9.0, -0.801699995994568, , 6.0, 1.0, 1.83399999141693, 0.0, 11.5378999710083, 1.0, 0.642722904682159, 0.0, 6.0, 2.0
InChI%3D1S%2FC4H8N4O2%2Fc9-5-7-2-1-3-8%284-7%296-10%2Fh1-4H2, 3.0, 18.0, 1.24000000953674, 10.0, -0.486900001764297, , 0.0, 2.0, -0.017000000923872, 0.0, 33.8841018676758, 0.0, 0.237071603536606, 0.0, 0.0, 2.0
InChI%3D1S%2FC2Cl4%2Fc3-1%284%292%285%296, 2.0, 6.0, 1.24000000953674, 5.0, 2.42880010604858, , 0.0, 0.0, 3.02600002288818, 0.0, 30.9454002380371, 0.0, 5.89906930923462, 2.0, 0.0, 6.0
InChI%3D1S%2FC16H12N2O4%2Fc1-21-15-7-11%283-5-13%2815%2917-9-19%2912-4-6-14%2818-10-20%2916%288-12%2922-2%2Fh3-8H%2C1-2H3, 20.0, 34.0, 2.55999994277954, 23.0, -1.37320005893707, , 12.0, 5.0, 6.3899998664856, 1.0, 29.5146007537842, 0.0, 1.8856782913208, 0.0, 12.0, 3.0
InChI%3D1S%2FC18H22ClNO.ClH%2Fc1-16%2815-21-18-10-6-3-7-11-18%2920%2813-12-19%2914-17-8-4-2-5-9-17%3B%2Fh2-11%2C16H%2C12-15H2%2C1H3%3B1H, 7.0, 45.0, 3.0, 22.0, 0.650699973106384, , 12.0, 8.0, 7.06099987030029, 1.0, 38.2780990600586, 0.0, 0.423410475254059, 3.0, 12.0, 9.0
InChI%3D1S%2FC10H8%2Fc1-2-6-10-8-4-3-7-9%2810%295-1%2Fh1-8H, 10.0, 18.0, 2.55999994277954, 11.0, 0.0, , 10.0, 0.0, 5.93800020217896, 1.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0
InChI%3D1S%2FC2H4O%2Fc1-2-3-1%2Fh1-2H2, 0.0, 7.0, 1.57000005245209, 3.0, -0.130899995565414, , 0.0, 0.0, -0.189999997615814, 0.0, 11.0434999465942, 0.0, 0.0171348098665476, 0.0, 0.0, 0.0
InChI%3D1S%2FC4H8O%2Fc1-2-4-3-5-4%2Fh4H%2C2-3H2%2C1H3, 0.0, 13.0, 1.78999996185303, 5.0, -0.42960000038147, , 0.0, 1.0, 0.628000020980835, 0.0, 18.5394992828369, 0.0, 0.184556156396866, 2.0, 0.0, 2.0
InChI%3D1S%2FC4H10N2O2%2Fc1-4%287%293-6%282%295-8%2Fh4%2C7H%2C3H2%2C1-2H3, 3.0, 18.0, 1.46000003814697, 7.0, -0.459300011396408, , 0.0, 3.0, -0.523999989032745, 0.0, 30.9272003173828, 1.0, 0.210956484079361, 3.0, 0.0, 8.0
InChI%3D1S%2FC6H10N2O2%2Fc1-3-4-8%287-10%295-6%282%299%2Fh3H%2C1%2C4-5H2%2C2H3, 3.0, 20.0, 1.67999994754791, 9.0, 0.149599999189377, , 0.0, 5.0, -0.0130000002682209, 0.0, 38.8488998413086, 0.0, 0.0223801601678133, 3.0, 0.0, 10.0
InChI%3D1S%2FC12H15ClO3%2Fc1-4-15-11%2814%2912%282%2C3%2916-10-7-5-9%2813%296-8-10%2Fh5-8H%2C4H2%2C1-3H3, 7.0, 31.0, 2.33999991416931, 16.0, 1.44589996337891, , 6.0, 5.0, 3.21000003814697, 0.0, 37.2849006652832, 0.0, 2.09062671661377, 3.0, 6.0, 9.0
InChI%3D1S%2FC2H3Cl%2Fc1-2-3%2Fh2H%2C1H2, 2.0, 6.0, 1.57000005245209, 2.0, 1.00199997425079, , 0.0, 0.0, 1.54900002479553, 0.0, 14.7774000167847, 0.0, 1.00400400161743, 0.0, 0.0, 3.0
InChI%3D1S%2FC12H13N3O2%2Fc16-9-7-8%2813-1-2-13%2912%2817%2911%2815-5-6-15%2910%289%2914-3-4-14%2Fh7H%2C1-6H2, 11.0, 30.0, 2.23000001907349, 20.0, -0.929899990558624, , 0.0, 3.0, 0.744000017642975, 0.0, 66.2043991088867, 0.0, 0.864714026451111, 0.0, 0.0, 0.0
InChI%3D1S%2FC15H17N3%2Fc1-12-5-4-6-14%2811-12%2917-16-13-7-9-15%2810-8-13%2918%282%293%2Fh4-11H%2C1-3H3%2Fb17-16%2B, 15.0, 35.0, 2.77999997138977, 19.0, 0.859799981117249, , 12.0, 3.0, 5.81099987030029, 1.0, 19.7935009002686, 0.0, 0.739256024360657, 0.0, 12.0, 2.0
InChI%3D1S%2FC12H12O4%2Fc1-3-10%2816-8%282%2913%299-4-5-11-12%286-9%2915-7-14-11%2Fh3-6%2C10H%2C1%2C7H2%2C2H3, 8.0, 28.0, 2.33999991416931, 17.0, 0.273200005292892, , 6.0, 4.0, 2.27300000190735, 0.0, 32.7332992553711, 0.0, 0.0746382400393486, 3.0, 6.0, 7.0
InChI%3D1S%2FCH2O%2Fc1-2%2Fh1H2, 1.0, 4.0, 1.46000003814697, 1.0, -0.884100019931793, , 0.0, 0.0, 0.0209999997168779, 0.0, 6.30700016021729, 0.0, 0.781632781028748, 0.0, 0.0, 1.0
InChI%3D1S%2FC2H3Br%2Fc1-2-3%2Fh2H%2C1H2, 2.0, 6.0, 1.57000005245209, 2.0, 1.08599996566772, , 0.0, 0.0, 1.72500002384186, 0.0, 17.5953998565674, 0.0, 1.17939603328705, 0.0, 0.0, 3.0
InChI%3D1S%2FC2HCl2F3%2Fc3-1%284%292%285%2C6%297%2Fh1H, 0.0, 8.0, 1.12999999523163, 6.0, 2.29769992828369, , 0.0, 1.0, 2.81800007820129, 0.0, 21.816499710083, 0.0, 5.27942514419556, 2.0, 0.0, 7.0
InChI%3D1S%2FC7H6N4O3S%2Fc8-10-7-9-4%283-15-7%295-1-2-6%2814-5%2911%2812%2913%2Fh1-3H%2C8H2%2C%28H%2C9%2C10%29, 15.0, 21.0, 1.35000002384186, 16.0, -0.625999987125397, , 10.0, 3.0, 0.989000022411346, 0.0, 20.8824996948242, 2.0, 0.391876012086868, 0.0, 10.0, 2.0
InChI%3D1S%2FC5H11N3O3%2Fc1-2-8%287-11%295%2810%296-3-4-9%2Fh9H%2C2-4H2%2C1H3%2C%28H%2C6%2C10%29, 6.0, 22.0, 1.35000002384186, 10.0, 0.0143999997526407, , 0.0, 5.0, -0.633000016212463, 0.0, 38.9272994995117, 2.0, 0.000207360004424118, 2.0, 0.0, 11.0
InChI%3D1S%2FC9H4Cl6O4%2Fc10-3-4%2811%298%2813%292%286%2818%2919%291%285%2816%2917%297%283%2C12%299%288%2C14%2915%2Fh1-2H%2C%28H%2C16%2C17%29%28H%2C18%2C19%29, 3.0, 23.0, 1.35000002384186, 20.0, 2.4423999786377, , 0.0, 2.0, 1.2849999666214, 0.0, 71.7750015258789, 2.0, 5.96531772613525, 0.0, 0.0, 3.0
InChI%3D1S%2FC6H13NO2S%2Fc1-2-10-4-3-5%287%296%288%299%2Fh5H%2C2-4%2C7H2%2C1H3%2C%28H%2C8%2C9%29, 3.0, 23.0, 1.67999994754791, 9.0, -0.479900002479553, , 0.0, 5.0, -1.49500000476837, 0.0, 40.1720008850098, 2.0, 0.230304002761841, 4.0, 0.0, 10.0
InChI%3D1S%2FC2H5NS%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29, 2.0, 9.0, 1.46000003814697, 3.0, 0.555599987506866, , 0.0, 0.0, 0.742999970912933, 0.0, 20.3145999908447, 1.0, 0.30869135260582, 2.0, 0.0, 4.0
InChI%3D1S%2FC19H20N2O2%2Fc1-2-3-14-17-18%2822%2920%2815-10-6-4-7-11-15%2921%2819%2817%2923%2916-12-8-5-9-13-16%2Fh4-13%2C17H%2C2-3%2C14H2%2C1H3, 18.0, 43.0, 3.10999989509583, 25.0, -1.68340003490448, , 12.0, 5.0, 5.66400003433228, 1.0, 34.6782989501953, 0.0, 2.83383560180664, 4.0, 12.0, 4.0
InChI%3D1S%2FC33H40N2O9%2Fc1-38-19-7-8-20-21-9-10-35-16-18-13-27%2844-32%2836%2917-11-25%2839-2%2930%2841-4%2926%2812-17%2940-3%2931%2842-5%2928%2833%2837%2943-6%2922%2818%2915-24%2835%2929%2821%2934-23%2820%2914-19%2Fh7-8%2C11-12%2C14%2C18%2C22%2C24%2C27-28%2C31%2C34H%2C9-10%2C13%2C15-16H2%2C1-6H3%2Ft18-%2C22%3F%2C24-%2C27%3F%2C28%2B%2C31%2B%2Fm1%2Fs1, 12.0, 83.0, 3.88000011444092, 49.0, -0.443800002336502, , 12.0, 10.0, 2.89499998092651, 0.0, 99.9578018188477, 1.0, 0.196958437561989, 0.0, 16.0, 4.0
InChI%3D1S%2FCHBrCl2%2Fc2-1%283%294%2Fh1H, 0.0, 5.0, 1.24000000953674, 3.0, 1.82099997997284, , 0.0, 0.0, 2.41199994087219, 0.0, 24.172700881958, 0.0, 3.31604099273682, 0.0, 0.0, 4.0
InChI%3D1S%2FC6H12N2O2%2Fc1-3-4-8%287-10%295-6%282%299%2Fh3%2C6%2C9H%2C1%2C4-5H2%2C2H3, 3.0, 22.0, 1.67999994754791, 9.0, 0.157499998807907, , 0.0, 5.0, 0.090999998152256, 0.0, 40.089900970459, 1.0, 0.0248062498867512, 3.0, 0.0, 10.0
InChI%3D1S%2FC3H7N3O3%2Fc4-3%288%296%285-9%291-2-7%2Fh7H%2C1-2H2%2C%28H2%2C4%2C8%29, 6.0, 16.0, 1.12999999523163, 8.0, -0.114100001752377, , 0.0, 4.0, -0.857999980449677, 0.0, 29.1236000061035, 3.0, 0.0130188101902604, 2.0, 0.0, 9.0
InChI%3D1S%2FC6H10N6O%2Fc1-12%282%2911-10-6-4%285%287%2913%298-3-9-6%2Fh3H%2C1-2H3%2C%28H2%2C7%2C13%29%28H%2C8%2C9%29%2Fb11-10-, 3.0, 22.0, 1.35000002384186, 13.0, -0.520699977874756, , 0.0, 3.0, -1.77999997138977, 0.0, 26.0491008758545, 3.0, 0.271128475666046, 0.0, 5.0, 5.0
InChI%3D1S%2FC3H6O3S%2Fc4-7%285%293-1-2-6-7%2Fh1-3H2, 4.0, 13.0, 1.35000002384186, 7.0, -0.657599985599518, , 0.0, 0.0, -0.78600001335144, 0.0, 22.3278007507324, 0.0, 0.432437747716904, 0.0, 0.0, 0.0
InChI%3D1S%2FC12H12N2%2Fc13-11-5-1-9%282-6-11%2910-3-7-12%2814%298-4-10%2Fh1-8H%2C13-14H2, 14.0, 26.0, 2.55999994277954, 15.0, -1.49979996681213, , 12.0, 1.0, 3.12199997901917, 0.0, 8.44419956207275, 2.0, 2.24940013885498, 0.0, 12.0, 0.0
InChI%3D1S%2FC19H27NO7%2Fc1-11-9-19%2812%282%2927-19%2917%2823%2926-14-6-8-20%284%297-5-13%2815%2814%2921%2910-25-16%2822%2918%2811%2C3%2924%2Fh5%2C11-12%2C14%2C24H%2C6-10H2%2C1-4H3%2Fb13-5-%2Ft11-%2C12-%2C14-%2C18-%2C19%3F%2Fm1%2Fs1, 4.0, 54.0, 2.67000007629395, 29.0, -1.01660001277924, , 0.0, 0.0, 0.0799999982118607, 0.0, 93.2130966186523, 1.0, 1.03347551822662, 0.0, 0.0, 0.0
InChI%3D1S%2FC9H15Cl6O4P%2Fc10-1-7%282-11%2917-20%2816%2C18-8%283-12%294-13%2919-9%285-14%296-15%2Fh7-9H%2C1-6H2, 5.0, 35.0, 1.24000000953674, 19.0, 4.28550004959106, , 0.0, 12.0, 4.01100015640259, 1.0, 83.1691970825195, 0.0, 18.3655109405518, 3.0, 0.0, 20.0
InChI%3D1S%2FC8H6N4O4S%2Fc1-4%2813%299-8-11-10-7%2817-8%295-2-3-6%2816-5%2912%2814%2915%2Fh2-3H%2C1H3%2C%28H%2C9%2C11%2C13%29, 16.0, 23.0, 1.35000002384186, 18.0, 0.318199992179871, , 10.0, 3.0, 1.28699994087219, 0.0, 26.1991996765137, 2.0, 0.101251237094402, 2.0, 10.0, 4.0
InChI%3D1S%2FC2H6N2O2%2Fc1-3%282%294%285%296%2Fh1-2H3, 4.0, 12.0, 1.24000000953674, 5.0, -0.353300005197525, , 0.0, 1.0, 0.0769999995827675, 0.0, 16.7791996002197, 0.0, 0.12482088804245, 0.0, 0.0, 6.0
InChI%3D1S%2FC4H6Cl2%2Fc5-3-1-2-4-6%2Fh1-2H%2C3-4H2%2Fb2-1%2B, 2.0, 12.0, 1.67999994754791, 5.0, 1.97959995269775, , 0.0, 2.0, 1.94000005722046, 0.0, 30.9741992950439, 0.0, 3.91881608963013, 4.0, 0.0, 6.0
InChI%3D1S%2FC6H11NO2%2Fc1-3-5-6%284-2%297%288%299%2Fh5H%2C3-4H2%2C1-2H3%2Fb6-5-, 5.0, 20.0, 1.78999996185303, 8.0, -0.499000012874603, , 0.0, 3.0, 2.0699999332428, 0.0, 30.1527004241943, 0.0, 0.249000996351242, 6.0, 0.0, 9.0
InChI%3D1S%2FC4H10N2O%2Fc1-3-5-6%287%294-2%2Fh3-4H2%2C1-2H3, 3.0, 17.0, 1.57000005245209, 6.0, -0.277599990367889, , 0.0, 2.0, 0.233999997377396, 0.0, 23.5503005981445, 0.0, 0.0770617574453354, 2.0, 0.0, 7.0
InChI%3D1S%2FC13H12Cl2N2%2Fc14-10-6-8%281-3-12%2810%2916%295-9-2-4-13%2817%2911%2815%297-9%2Fh1-4%2C6-7H%2C5%2C16-17H2, 7.0, 29.0, 2.45000004768372, 18.0, 0.444999992847443, , 12.0, 2.0, 3.46099996566772, 0.0, 24.2763996124268, 2.0, 0.1980250030756, 0.0, 12.0, 0.0
InChI%3D1S%2FC4H4O%2Fc1-2-4-5-3-1%2Fh1-4H, 5.0, 9.0, 1.78999996185303, 5.0, -0.154100000858307, , 5.0, 0.0, 1.01800000667572, 0.0, 1.61909997463226, 0.0, 0.0237468108534813, 0.0, 5.0, 0.0
InChI%3D1S%2FBrHO3.K%2Fc2-1%283%294%3B%2Fh%28H%2C2%2C3%2C4%29%3B%2Fq%3B%2B1%2Fp-1, 4.0, 5.0, 0.910000026226044, 3.0, , , 0.0, 0.0, 0.0520000010728836, 0.0, , 0.0, , 0.0, 0.0, 4.0
InChI%3D1S%2FHNO2.Na%2Fc2-1-3%3B%2Fh%28H%2C2%2C3%29%3B%2Fq%3B%2B1%2Fp-1, 3.0, 4.0, 1.01999998092651, 2.0, , , 0.0, 0.0, 0.379999995231628, 0.0, , 0.0, , 0.0, 0.0, 3.0
InChI%3D1S%2FC2HCl3%2Fc3-1-2%284%295%2Fh1H, 2.0, 6.0, 1.35000002384186, 4.0, 1.74279999732971, , 0.0, 0.0, 2.64199995994568, 0.0, 25.2621994018555, 0.0, 3.03735184669495, 2.0, 0.0, 5.0
InChI%3D1S%2FC4H9N3O2%2Fc1-2-3-7%286-9%294%285%298%2Fh2-3H2%2C1H3%2C%28H2%2C5%2C8%29, 6.0, 18.0, 1.35000002384186, 8.0, 0.097900003194809, , 0.0, 4.0, 0.632000029087067, 0.0, 30.6571006774902, 2.0, 0.00958441011607647, 3.0, 0.0, 9.0
InChI%3D1S%2F3C2H7O3P.Al.3H%2Fc3%2A1-2-5-6%283%294%3B%3B%3B%3B%2Fh3%2A6H%2C2H2%2C1H3%2C%28H%2C3%2C4%29%3B%3B%3B%3B%2Fq%3B%3B%3B%2B3%3B%3B%3B%2Fp-3, 4.0, 37.0, 0.689999997615814, 15.0, , , 0.0, 6.0, -2.51399993896484, 0.0, , 0.0, , 2.0, 0.0, 6.0
InChI%3D1S%2FC4H7Cl2O4P%2Fc1-8-11%287%2C9-2%2910-3-4%285%296%2Fh3H%2C1-2H3, 7.0, 18.0, 1.12999999523163, 10.0, 1.03320002555847, , 0.0, 4.0, 1.20700001716614, 0.0, 42.2757987976074, 0.0, 1.06750226020813, 2.0, 0.0, 11.0
InChI%3D1S%2FC12H27O4P%2Fc1-4-7-10-14-17%2813%2C15-11-8-5-2%2916-12-9-6-3%2Fh4-12H2%2C1-3H3, 5.0, 44.0, 2.23000001907349, 16.0, -1.63800001144409, , 0.0, 12.0, 3.35999989509583, 1.0, 60.3110008239746, 0.0, 2.68304395675659, 4.0, 0.0, 17.0
InChI%3D1S%2FC5H9NO%2Fc7-6-5-3-1-2-4-5%2Fh7H%2C1-4H2, 3.0, 16.0, 1.78999996185303, 7.0, -0.728299975395203, , 0.0, 0.0, 0.593999981880188, 0.0, 23.8024997711182, 1.0, 0.530420899391174, 0.0, 0.0, 2.0
InChI%3D1S%2FC9H16ClN3O7%2Fc10-1-2-13%2812-19%299%2818%2911-5-7%2816%296%2815%294%283-14%2920-8%285%2917%2Fh4-8%2C14-17H%2C1-3H2%2C%28H%2C11%2C18%29%2Ft4-%2C5%3F%2C6-%2C7-%2C8%3F%2Fm1%2Fs1, 6.0, 36.0, 1.24000000953674, 20.0, -1.07469999790192, , 0.0, 6.0, -1.57200002670288, 0.0, 65.4400024414062, 5.0, 1.15498006343842, 2.0, 0.0, 9.0
InChI%3D1S%2FC7H6N2O4%2Fc1-5-2-3-6%288%2810%2911%294-7%285%299%2812%2913%2Fh2-4H%2C1H3, 12.0, 19.0, 1.57000005245209, 13.0, 0.548799991607666, , 6.0, 2.0, 2.68199992179871, 0.0, 11.273699760437, 0.0, 0.301181435585022, 0.0, 6.0, 3.0
InChI%3D1S%2FC20H14O4%2Fc21-15-9-5-13%286-10-15%2920%2814-7-11-16%2822%2912-8-14%2918-4-2-1-3-17%2818%2919%2823%2924-20%2Fh1-12%2C21-22H, 9.0, 38.0, 3.22000002861023, 27.0, -1.29659998416901, , 18.0, 2.0, 4.90999984741211, 0.0, 13.7238998413086, 2.0, 1.68117153644562, 0.0, 18.0, 0.0
