SMILES,nB,naAromAtom,nAtomLC,nAtom,nAromBond,ALogP,nRotB,MLogP,XLogP,nAtomLAC,AMR,nHBDon,nAtomP,ALogp2
InChI%3D1S%2FC9H21N%2Fc1-4-7-10%288-5-2%299-6-3%2Fh4-9H2%2C1-3H3,9.0,0.0,10.0,31.0,0.0,-0.66210001707077,6.0,2.33999991416931,2.40599989891052,3.0,43.4654998779297,0.0,0.0,0.438376396894455
InChI%3D1S%2FC8H10N4O2%2Fc1-10-4-9-6-5%2810%297%2813%2912%283%298%2814%2911%286%292%2Fh4H%2C1-3H3,15.0,0.0,0.0,28.0,0.0,-0.870899975299835,0.0,1.67999994754791,-1.36300003528595,0.0,48.9063987731934,1.0,6.0,0.758466839790344
InChI%3D1S%2FC4H12N.ClH%2Fc1-5%282%2C3%294%3B%2Fh1-4H3%3B1H%2Fq%2B1%3B%2Fp-1,4.0,0.0,5.0,18.0,0.0,,0.0,1.67999994754791,0.38400000333786,0.0,,0.0,0.0,
InChI%3D1S%2FC9H13N%2Fc1-10%282%298-9-6-4-3-5-7-9%2Fh3-7H%2C8H2%2C1-2H3,10.0,6.0,4.0,23.0,6.0,1.4371999502182,2.0,2.33999991416931,1.15499997138977,0.0,48.7392997741699,0.0,6.0,2.06554388999939
InChI%3D1S%2FC6H9NO%2Fc1-4-5%282%298-6%283%297-4%2Fh1-3H3,8.0,0.0,0.0,21.0,0.0,-0.0993999987840652,0.0,1.89999997615814,0.940999984741211,0.0,31.9680995941162,1.0,0.0,0.00988036021590233
InChI%3D1S%2FC12H12N2%2Fc1%2811-3-7-13-8-4-11%292-12-5-9-14-10-6-12%2Fh3-10H%2C1-2H2,15.0,12.0,2.0,26.0,12.0,-0.829200029373169,3.0,2.55999994277954,0.151999995112419,2.0,62.0632019042969,0.0,6.0,0.687572658061981
InChI%3D1S%2FC7H10O2%2Fc1-4-5-9-7%288%296%282%293%2Fh4H%2C1-2%2C5H2%2C3H3,8.0,0.0,9.0,19.0,0.0,1.78190004825592,4.0,2.00999999046326,1.3289999961853,3.0,35.5802993774414,0.0,5.0,3.17516756057739
InChI%3D1S%2FC20H28O2%2Fc1-13%282%2914-6-8-16-15%2812-14%297-9-17-19%2816%2C3%2910-5-11-20%2817%2C4%2918%2821%2922%2Fh6%2C8%2C12-13%2C17H%2C5%2C7%2C9-11H2%2C1-4H3%2C%28H%2C21%2C22%29%2Ft17-%2C19-%2C20-%2Fm1%2Fs1,24.0,6.0,3.0,44.0,6.0,0.901400029659271,2.0,3.44000005722046,7.94600009918213,3.0,63.4715995788574,1.0,17.0,0.812521934509277
InChI%3D1S%2FC5H12N2%2Fc1-7-4-2-6-3-5-7%2Fh6H%2C2-5H2%2C1H3,7.0,0.0,0.0,19.0,0.0,-0.258500009775162,0.0,1.78999996185303,-0.532999992370605,0.0,30.7434997558594,1.0,0.0,0.0668222531676292
InChI%3D1S%2FC3H6O%2Fc1-2-3-4%2Fh2%2C4H%2C1%2C3H2,3.0,0.0,4.0,10.0,0.0,0.258799999952316,1.0,1.67999994754791,0.11599999666214,3.0,17.423999786377,1.0,2.0,0.0669774413108826
InChI%3D1S%2FC6H4N2%2Fc7-5-6-3-1-2-4-8-6%2Fh1-4H,8.0,6.0,2.0,12.0,6.0,-0.31810000538826,0.0,1.89999997615814,-0.400000005960464,0.0,32.6370010375977,0.0,8.0,0.101187609136105
InChI%3D1S%2FC7H6O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-6H,8.0,6.0,2.0,14.0,6.0,1.01540005207062,1.0,2.11999988555908,1.06299996376038,0.0,36.029598236084,0.0,8.0,1.03103721141815
InChI%3D1S%2FC9H13BrN2O2%2Fc1-4-5%282%2912-8%2813%297%2810%296%283%2911-9%2812%2914%2Fh5H%2C4H2%2C1-3H3%2C%28H%2C11%2C14%29,14.0,0.0,4.0,31.0,0.0,-0.300300002098083,2.0,1.89999997615814,1.00399994850159,4.0,56.019401550293,2.0,3.0,0.0901800915598869
InChI%3D1S%2FC6H12O%2Fc1-5%282%294-6%283%297%2Fh5H%2C4H2%2C1-3H3,6.0,0.0,7.0,19.0,0.0,0.353799998760223,2.0,2.00999999046326,1.51499998569489,5.0,29.5874004364014,0.0,1.0,0.125174432992935
InChI%3D1S%2FC7H10N2%2Fc1-9%282%297-5-3-4-6-8-7%2Fh3-6H%2C1-2H3,9.0,6.0,3.0,19.0,6.0,-0.519200026988983,1.0,2.00999999046326,0.493000000715256,0.0,39.9272994995117,0.0,7.0,0.269568651914597
InChI%3D1S%2FC13H10ClNO%2Fc14-10-7-5-9%286-8-10%2913%2816%2911-3-1-2-4-12%2811%2915%2Fh1-8H%2C15H2,17.0,12.0,1.0,26.0,12.0,1.32379996776581,2.0,2.55999994277954,1.72500002384186,0.0,73.0833969116211,1.0,15.0,1.75244641304016
InChI%3D1S%2FC8H8O%2Fc1-7%289%298-5-3-2-4-6-8%2Fh2-6H%2C1H3,9.0,6.0,3.0,17.0,6.0,0.95389997959137,1.0,2.23000001907349,1.24399995803833,2.0,40.5060997009277,0.0,8.0,0.909925222396851
InChI%3D1S%2FC8H18S%2Fc1-3-5-7-9-8-6-4-2%2Fh3-8H2%2C1-2H3,8.0,0.0,9.0,27.0,0.0,-0.435600012540817,6.0,2.23000001907349,3.88100004196167,4.0,40.6617012023926,0.0,0.0,0.189747363328934
InChI%3D1S%2FC10H18O%2Fc1-9%282%297-4-5-10%289%2C3%298%2811%296-7%2Fh7-8%2C11H%2C4-6H2%2C1-3H3%2Ft7-%2C8%2B%2C10%2B%2Fm0%2Fs1,12.0,0.0,0.0,29.0,0.0,0.943199992179871,0.0,2.45000004768372,2.73399996757507,0.0,44.2816009521484,1.0,0.0,0.889626264572144
InChI%3D1S%2FC6H12O%2Fc1-3-4-6%282%295-7%2Fh5-6H%2C3-4H2%2C1-2H3,6.0,0.0,7.0,19.0,0.0,0.121299996972084,3.0,2.00999999046326,2.01799988746643,5.0,28.9101009368896,0.0,1.0,0.0147136896848679
InChI%3D1S%2FC8H18O%2Fc1-3-5-7-9-8-6-4-2%2Fh3-8H2%2C1-2H3,8.0,0.0,9.0,27.0,0.0,-1.18029999732971,6.0,2.23000001907349,2.72000002861023,4.0,34.4873008728027,0.0,0.0,1.39310812950134
InChI%3D1S%2FC8H9NO2%2Fc1-11-7-5-3-2-4-6%287%298%289%2910%2Fh2-5H%2C1H3%2C%28H2%2C9%2C10%29,11.0,6.0,2.0,20.0,6.0,0.627600014209747,2.0,2.00999999046326,1.2059999704361,0.0,44.855598449707,2.0,10.0,0.393881767988205
InChI%3D1S%2FC11H17NO%2Fc1-3-12%287-8-13%2911-6-4-5-10%282%299-11%2Fh4-6%2C9%2C13H%2C3%2C7-8H2%2C1-2H3,13.0,6.0,6.0,30.0,6.0,1.33179998397827,4.0,2.45000004768372,1.66700005531311,2.0,59.443000793457,1.0,7.0,1.77369129657745
InChI%3D1S%2FC2H3Cl3%2Fc1-2%283%2C4%295%2Fh1H3,4.0,0.0,5.0,8.0,0.0,2.02929997444153,0.0,1.35000002384186,2.46900010108948,2.0,26.2173004150391,0.0,0.0,4.11805868148804
InChI%3D1S%2FC12H10O2%2Fc13-10-6-8-12%289-7-10%2914-11-4-2-1-3-5-11%2Fh1-9%2C13H,15.0,12.0,0.0,24.0,12.0,1.19599997997284,2.0,2.55999994277954,1.87100005149841,0.0,63.7915992736816,1.0,14.0,1.43041598796844
InChI%3D1S%2FC6H10O%2Fc7-6-4-2-1-3-5-6%2Fh1-5H2,7.0,0.0,0.0,17.0,0.0,-1.05820000171661,0.0,2.00999999046326,0.920000016689301,0.0,23.17919921875,0.0,2.0,1.11978721618652
InChI%3D1S%2FC6H13Br%2Fc1-2-3-4-5-6-7%2Fh2-6H2%2C1H3,6.0,0.0,7.0,20.0,0.0,-0.200299993157387,4.0,2.00999999046326,3.80100011825562,6.0,30.8563995361328,0.0,0.0,0.0401200912892818
InChI%3D1S%2FC7H14O%2Fc1-6%282%294-5-7%283%298%2Fh6H%2C4-5H2%2C1-3H3,7.0,0.0,8.0,22.0,0.0,0.609399974346161,3.0,2.11999988555908,2.08400011062622,6.0,34.0391998291016,0.0,1.0,0.37136834859848
InChI%3D1S%2FC9H19NO%2Fc1-4-10%285-2%298-6-7-9%283%2911%2Fh4-8H2%2C1-3H3,10.0,0.0,11.0,30.0,0.0,0.223100006580353,6.0,2.23000001907349,1.07200002670288,5.0,45.8223991394043,0.0,1.0,0.0497736111283302
InChI%3D1S%2FC14H23N%2Fc1-2-3-4-5-6-7-8-13-9-11-14%2815%2912-10-13%2Fh9-12H%2C2-8%2C15H2%2C1H3,15.0,6.0,8.0,38.0,6.0,-1.60319995880127,7.0,2.89000010490417,4.80499982833862,8.0,61.5191993713379,1.0,7.0,2.57025027275085
InChI%3D1S%2F2C21H22N2O2.H2O4S%2Fc2%2A24-18-10-16-19-13-9-17-21%286-7-22%2817%2911-12%2813%295-8-25-16%2914-3-1-2-4-15%2814%2923%2818%2920%2819%2921%3B1-5%282%2C3%294%2Fh2%2A1-5%2C13%2C16-17%2C19-20H%2C6-11H2%3B%28H2%2C1%2C2%2C3%2C4%29%2Ft2%2A13-%2C16-%2C17-%2C19%3F%2C20-%2C21%2B%3B%2Fm00.%2Fs1,66.0,12.0,5.0,101.0,12.0,-2.2260000705719,0.0,4.65000009536743,1.69799995422363,0.0,148.869995117188,2.0,9.0,4.95507621765137
InChI%3D1S%2FC10H12O4%2Fc1-12-8-5-10%2814-3%299%2813-2%294-7%288%296-11%2Fh4-6H%2C1-3H3,14.0,6.0,2.0,26.0,6.0,-0.480399996042252,4.0,2.11999988555908,1.14999997615814,0.0,55.9600982666016,0.0,11.0,0.23078416287899
InChI%3D1S%2FC10H18O%2Fc1-2-3-4-5-6-7-8-9-10-11%2Fh11H%2C2-7%2C10H2%2C1H3,10.0,0.0,11.0,29.0,0.0,-1.1845999956131,5.0,2.45000004768372,3.67700004577637,10.0,41.1623001098633,1.0,2.0,1.40327715873718
InChI%3D1S%2FC12H14O4%2Fc1-3-15-11%2813%299-7-5-6-8-10%289%2912%2814%2916-4-2%2Fh5-8H%2C3-4H2%2C1-2H3,16.0,6.0,5.0,30.0,6.0,1.53540003299713,6.0,2.33999991416931,1.79200005531311,2.0,61.0800018310547,0.0,12.0,2.35745310783386
InChI%3D1S%2FC7H7F%2Fc1-6-4-2-3-5-7%286%298%2Fh2-5H%2C1H3,8.0,6.0,0.0,15.0,6.0,1.75960004329681,0.0,2.11999988555908,1.32400000095367,0.0,35.3656005859375,0.0,6.0,3.09619212150574
InChI%3D1S%2FC6H5Cl2N%2Fc7-5-2-1-4%289%293-6%285%298%2Fh1-3H%2C9H2,9.0,6.0,0.0,14.0,6.0,0.944100022315979,0.0,1.78999996185303,1.47800004482269,0.0,43.9379997253418,1.0,7.0,0.891324818134308
InChI%3D1S%2FC8H6ClNO3%2Fc1-5%2811%296-2-3-7%289%298%284-6%2910%2812%2913%2Fh2-4H%2C1H3,13.0,6.0,3.0,19.0,6.0,0.443800002336502,2.0,1.78999996185303,2.28099989891052,2.0,19.2717990875244,0.0,11.0,0.196958437561989
InChI%3D1S%2FC6H5N3O4%2Fc7-5-2-1-4%288%2810%2911%293-6%285%299%2812%2913%2Fh1-3H%2C7H2,13.0,6.0,2.0,18.0,6.0,-0.843100011348724,2.0,1.35000002384186,2.39800000190735,0.0,9.99370002746582,1.0,13.0,0.710817635059357
InChI%3D1S%2FC2H3F3O%2Fc3-2%284%2C5%291-6%2Fh6H%2C1H2,5.0,0.0,6.0,9.0,0.0,0.649399995803833,1.0,1.24000000953674,0.925999999046326,2.0,13.7114000320435,1.0,0.0,0.42172035574913
InChI%3D1S%2FC6H10O3%2Fc1-3-6%288%299-4-5%282%297%2Fh3%2C5%2C7H%2C1%2C4H2%2C2H3,8.0,0.0,9.0,19.0,0.0,0.0619000010192394,4.0,1.78999996185303,0.284000009298325,3.0,32.937198638916,1.0,5.0,0.00383161008358002
InChI%3D1S%2FC9H21N%2Fc1-2-3-4-5-6-7-8-9-10%2Fh2-10H2%2C1H3,9.0,0.0,10.0,31.0,0.0,-2.70300006866455,7.0,2.33999991416931,3.62899994850159,9.0,35.2141990661621,1.0,0.0,7.30620908737183
InChI%3D1S%2FC7HF5O%2Fc8-3-2%281-13%294%289%296%2811%297%2812%295%283%2910%2Fh1H,13.0,6.0,2.0,14.0,6.0,0.564400017261505,1.0,1.57000005245209,1.00999999046326,0.0,36.6685981750488,0.0,8.0,0.318547368049622
InChI%3D1S%2FC6H12O%2Fc1-2-3-4-5-6-7%2Fh6H%2C2-5H2%2C1H3,6.0,0.0,7.0,19.0,0.0,-0.970300018787384,4.0,2.00999999046326,2.29399991035461,6.0,25.4766006469727,0.0,1.0,0.941482067108154
InChI%3D1S%2FC12H15NO3%2Fc1-12%282%297-8-5-4-6-9%2810%288%2916-12%2915-11%2814%2913-3%2Fh4-6H%2C7H2%2C1-3H3%2C%28H%2C13%2C14%29,17.0,6.0,5.0,31.0,6.0,1.31060004234314,2.0,2.33999991416931,2.06800007820129,0.0,63.7770004272461,1.0,11.0,1.71767234802246
InChI%3D1S%2FC4H9NO%2Fc1-3-4%282%295-6%2Fh6H%2C3H2%2C1-2H3,5.0,0.0,6.0,15.0,0.0,-0.125900000333786,1.0,1.67999994754791,0.680999994277954,4.0,24.7532005310059,1.0,3.0,0.0158508103340864
InChI%3D1S%2FC8H10O2%2Fc1-9-7-3-5-8%2810-2%296-4-7%2Fh3-6H%2C1-2H3,10.0,6.0,2.0,20.0,6.0,0.406199991703033,2.0,2.11999988555908,1.2960000038147,0.0,44.2428016662598,0.0,8.0,0.164998441934586
InChI%3D1S%2FC2H4O%2Fc1-2-3%2Fh2H%2C1H3,2.0,0.0,3.0,7.0,0.0,-0.182500004768372,0.0,1.57000005245209,0.333999991416931,2.0,11.7182998657227,0.0,1.0,0.033306248486042
InChI%3D1S%2FC9H9N%2Fc1-7-6-10-9-5-3-2-4-8%287%299%2Fh2-6%2C10H%2C1H3,11.0,6.0,0.0,21.0,6.0,0.485599994659424,0.0,2.33999991416931,1.09200000762939,0.0,45.6109008789062,1.0,7.0,0.235807359218597
InChI%3D1S%2FC3H9NO%2Fc1-5-3-2-4%2Fh2-4H2%2C1H3,4.0,0.0,5.0,14.0,0.0,-0.778500020503998,2.0,1.57000005245209,-0.755999982357025,2.0,20.9622993469238,1.0,0.0,0.606062233448029
InChI%3D1S%2FC8H11N%2Fc1-9%282%298-6-4-3-5-7-8%2Fh3-7H%2C1-2H3,9.0,6.0,3.0,20.0,6.0,1.17439997196198,1.0,2.23000001907349,1.56099998950958,0.0,44.5749015808105,0.0,7.0,1.37921535968781
InChI%3D1S%2FC6H8O%2Fc1-5-3-4-6%282%297-5%2Fh3-4H%2C1-2H3,7.0,5.0,0.0,15.0,5.0,0.724900007247925,0.0,2.00999999046326,2.01200008392334,0.0,13.0840997695923,0.0,5.0,0.525480031967163
InChI%3D1S%2FC12H10%2Fc1-3-9-4-2-6-11-8-7-10%285-1%2912%289%2911%2Fh1-6H%2C7-8H2,14.0,10.0,0.0,22.0,11.0,1.6813999414444,0.0,2.77999997138977,3.45799994468689,0.0,56.4434013366699,0.0,10.0,2.82710599899292
InChI%3D1S%2FC5H13N%2Fc1-5%282%2C3%294-6%2Fh4%2C6H2%2C1-3H3,5.0,0.0,6.0,19.0,0.0,0.817900002002716,1.0,1.89999997615814,0.907000005245209,3.0,28.0611000061035,1.0,0.0,0.668960392475128
InChI%3D1S%2FC8H10O%2Fc1-6-3-4-8%289%297%282%295-6%2Fh3-5%2C9H%2C1-2H3,9.0,6.0,0.0,19.0,6.0,1.73310005664825,0.0,2.23000001907349,1.51900005340576,0.0,41.125301361084,1.0,7.0,3.00363564491272
InChI%3D1S%2FC3H6Cl2%2Fc1-3%285%292-4%2Fh3H%2C2H2%2C1H3,4.0,0.0,5.0,11.0,0.0,1.50109994411469,1.0,1.57000005245209,2.03699994087219,3.0,25.2399997711182,0.0,0.0,2.25330114364624
InChI%3D1S%2FC6H7N%2Fc1-6-2-4-7-5-3-6%2Fh2-5H%2C1H3,7.0,6.0,0.0,14.0,6.0,0.165000006556511,0.0,2.00999999046326,0.351000010967255,0.0,31.6683006286621,0.0,6.0,0.0272250007838011
InChI%3D1S%2FC4H6O2%2Fc5-3-1-2-4-6%2Fh5-6H%2C3-4H2,5.0,0.0,6.0,12.0,0.0,-0.307000011205673,0.0,1.67999994754791,-0.879999995231628,4.0,23.117000579834,2.0,2.0,0.094249002635479
InChI%3D1S%2FC5H10O%2Fc1-3-4-5%282%296%2Fh3-4H2%2C1-2H3,5.0,0.0,6.0,16.0,0.0,-0.455799996852875,2.0,1.89999997615814,1.00699996948242,5.0,24.1298999786377,0.0,1.0,0.207753643393517
InChI%3D1S%2FC9H11NO%2Fc1-10%282%299-5-3-8%287-11%294-6-9%2Fh3-7H%2C1-2H3,11.0,6.0,3.0,22.0,6.0,0.786400020122528,2.0,2.23000001907349,0.96399998664856,0.0,49.6487007141113,0.0,9.0,0.618424952030182
InChI%3D1S%2FC3H2F6O%2Fc4-2%285%2C6%291%2810%293%287%2C8%299%2Fh1%2C10H,9.0,0.0,10.0,12.0,0.0,1.68550002574921,2.0,1.01999998092651,2.38800001144409,3.0,18.8316993713379,1.0,0.0,2.84091019630432
InChI%3D1S%2FC8H6Br4%2Fc9-7%2810%295-3-1-2-4-6%285%298%2811%2912%2Fh1-4%2C7-8H,12.0,6.0,2.0,18.0,6.0,4.25740003585815,2.0,1.89999997615814,4.25400018692017,0.0,70.5457992553711,0.0,6.0,18.1254539489746
InChI%3D1S%2FC10H10O2%2Fc1-8%2811%297-10%2812%299-5-3-2-4-6-9%2Fh2-6H%2C7H2%2C1H3,12.0,6.0,6.0,22.0,6.0,0.724900007247925,3.0,2.33999991416931,1.28999996185303,4.0,50.4012985229492,0.0,8.0,0.525480031967163
InChI%3D1S%2FC6H6ClN%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4H%2C8H2,8.0,6.0,0.0,14.0,6.0,0.575399994850159,0.0,1.89999997615814,0.901000022888184,0.0,39.2218017578125,1.0,7.0,0.33108514547348
InChI%3D1S%2FC6H2Cl4O%2Fc7-2-1-3%2811%295%289%296%2810%294%282%298%2Fh1%2C11H,11.0,6.0,0.0,13.0,6.0,2.3150999546051,0.0,1.57000005245209,3.04299998283386,0.0,51.4261016845703,1.0,7.0,5.35968780517578
InChI%3D1S%2FC6H12N2%2Fc1-2-8-5-3-7%281%294-6-8%2Fh1-6H2,9.0,0.0,0.0,20.0,0.0,0.096000000834465,0.0,1.89999997615814,-0.504000008106232,0.0,34.0691986083984,0.0,0.0,0.0092160003259778
InChI%3D1S%2FC6HCl3N2O4%2Fc7-2-1-3%288%296%2811%2814%2915%294%289%295%282%2910%2812%2913%2Fh1H,15.0,6.0,3.0,16.0,6.0,2.13969993591309,2.0,1.12999999523163,2.85800004005432,0.0,22.6184005737305,0.0,12.0,4.57831621170044
InChI%3D1S%2FC14H14OS%2Fc15-16%2811-13-7-3-1-4-8-13%2912-14-9-5-2-6-10-14%2Fh1-10H%2C11-12H2,17.0,12.0,4.0,30.0,12.0,1.91760003566742,4.0,2.77999997138977,0.935999989509583,0.0,78.0609970092773,0.0,6.0,3.67718982696533
InChI%3D1S%2FC8H6Cl2O2%2Fc1-12-8%2811%296-4-5%289%292-3-7%286%2910%2Fh2-4H%2C1H3,12.0,6.0,4.0,18.0,6.0,1.95640003681183,2.0,1.89999997615814,1.82400000095367,0.0,51.1565017700195,0.0,9.0,3.82750105857849
InChI%3D1S%2FC14H20ClNO2%2Fc1-4-11-7-6-8-12%285-2%2914%2811%2916%2810-18-3%2913%2817%299-15%2Fh6-8H%2C4-5%2C9-10H2%2C1-3H3,18.0,6.0,8.0,38.0,6.0,1.04059994220734,7.0,2.55999994277954,2.22199988365173,2.0,77.7130966186523,0.0,9.0,1.08284831047058
InChI%3D1S%2FC9H14N.CH4O4S%2Fc1-10%282%2C3%299-7-5-4-6-8-9%3B1-5-6%282%2C3%294%2Fh4-8H%2C1-3H3%3B1H3%2C%28H%2C2%2C3%2C4%29%2Fq%2B1%3B%2Fp-1,15.0,6.0,6.0,33.0,6.0,-2.22160005569458,2.0,1.89999997615814,0.619000017642975,0.0,32.7785987854004,0.0,7.0,4.93550634384155
InChI%3D1S%2FC6H3I3O%2Fc7-3-1-4%288%296%2810%295%289%292-3%2Fh1-2%2C10H,10.0,6.0,0.0,13.0,6.0,1.6878000497818,0.0,1.67999994754791,3.80399990081787,0.0,69.5197982788086,1.0,7.0,2.84866881370544
InChI%3D1S%2FC2H4Cl2%2Fc3-1-2-4%2Fh1-2H2,3.0,0.0,4.0,8.0,0.0,1.51180005073547,1.0,1.46000003814697,1.74000000953674,2.0,20.6555995941162,0.0,0.0,2.28553915023804
InChI%3D1S%2FC9H10O2%2Fc1-2-11-9-5-3-8%287-10%294-6-9%2Fh3-7H%2C2H2%2C1H3,11.0,6.0,3.0,21.0,6.0,0.767199993133545,3.0,2.23000001907349,1.09300005435944,2.0,46.9668998718262,0.0,9.0,0.588595867156982
InChI%3D1S%2FC12H10OS%2Fc13-14%2811-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-10H,15.0,12.0,2.0,24.0,12.0,1.39199995994568,2.0,2.55999994277954,0.108000002801418,0.0,69.7322006225586,0.0,14.0,1.93766403198242
InChI%3D1S%2FC5H12O%2Fc1-2-3-4-5-6%2Fh6H%2C2-5H2%2C1H3,5.0,0.0,6.0,18.0,0.0,-1.26139998435974,3.0,1.89999997615814,1.41999995708466,5.0,21.9102993011475,1.0,0.0,1.59113001823425
InChI%3D1S%2FC6H6FN%2Fc7-5-1-3-6%288%294-2-5%2Fh1-4H%2C8H2,8.0,6.0,0.0,14.0,6.0,0.116499997675419,0.0,1.89999997615814,0.439999997615814,0.0,34.6333999633789,1.0,7.0,0.0135722495615482
InChI%3D1S%2FC5H8O3%2Fc1-2-5%287%298-4-3-6%2Fh2%2C6H%2C1%2C3-4H2,7.0,0.0,8.0,16.0,0.0,0.0725999996066093,4.0,1.67999994754791,-0.175999999046326,3.0,28.3528003692627,1.0,5.0,0.00527076004073024
InChI%3D1S%2FC6H2F5N%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh12H2,12.0,6.0,0.0,14.0,6.0,-0.244299992918968,0.0,1.46000003814697,0.903999984264374,0.0,35.1445999145508,1.0,7.0,0.0596824884414673
InChI%3D1S%2FC12H18N2O3.Na%2Fc1-4-6-8%283%2912%287-5-2%299%2815%2913-11%2817%2914-10%2812%2916%3B%2Fh5%2C8H%2C2%2C4%2C6-7H2%2C1%2C3H3%2C%28H2%2C13%2C14%2C15%2C16%2C17%29%3B%2Fq%3B%2B1%2Fp-1,17.0,0.0,5.0,35.0,0.0,,5.0,2.11999988555908,3.2720000743866,5.0,,1.0,8.0,
InChI%3D1S%2FC13H10Cl2O2%2Fc14-10-1-3-12%2816%298%286-10%295-9-7-11%2815%292-4-13%289%2917%2Fh1-4%2C6-7%2C16-17H%2C5H2,18.0,12.0,0.0,27.0,12.0,2.48300004005432,2.0,2.45000004768372,2.26699995994568,0.0,76.7157974243164,2.0,7.0,6.1652889251709
InChI%3D1S%2FC9H18O%2Fc1-3-5-7-9%2810%298-6-4-2%2Fh3-8H2%2C1-2H3,9.0,0.0,10.0,28.0,0.0,-1.24360001087189,6.0,2.33999991416931,2.96700000762939,9.0,37.8881988525391,0.0,1.0,1.54654097557068
InChI%3D1S%2FC7H11ClO4%2Fc1-3-11-6%289%295%288%297%2810%2912-4-2%2Fh5H%2C3-4H2%2C1-2H3,11.0,0.0,12.0,23.0,0.0,1.11039996147156,6.0,1.67999994754791,1.38699996471405,3.0,41.502799987793,0.0,3.0,1.23298811912537
InChI%3D1S%2F2C4H7Cl3O.H2O%2Fc2%2A1-3%282%2C8%294%285%2C6%297%3B%2Fh2%2A8H%2C1-2H3%3B1H2,14.0,0.0,8.0,33.0,0.0,3.64400005340576,2.0,1.35000002384186,3.96099996566772,3.0,74.5431976318359,3.0,0.0,13.278736114502
InChI%3D1S%2FC12H8ClNO3%2Fc13-9-5-7-10%288-6-9%2917-12-4-2-1-3-11%2812%2914%2815%2916%2Fh1-8H,18.0,12.0,3.0,25.0,12.0,0.543600022792816,3.0,2.23000001907349,4.66699981689453,0.0,10.1204996109009,0.0,16.0,0.295500963926315
InChI%3D1S%2FC6H12O%2Fc1-3-5-6%287%294-2%2Fh4%2C6-7H%2C2-3%2C5H2%2C1H3,6.0,0.0,7.0,19.0,0.0,-0.327899992465973,3.0,2.00999999046326,1.56900000572205,6.0,27.831600189209,1.0,2.0,0.107518412172794
InChI%3D1S%2FC5Cl5N%2Fc6-1-2%287%294%289%2911-5%2810%293%281%298,11.0,6.0,0.0,11.0,6.0,3.05690002441406,0.0,1.35000002384186,3.21300005912781,0.0,51.2977981567383,0.0,6.0,9.34463787078857
InChI%3D1S%2FC12H27N%2Fc1-2-3-4-5-6-7-8-9-10-11-12-13%2Fh2-13H2%2C1H3,12.0,0.0,13.0,40.0,0.0,-3.56699991226196,10.0,2.67000007629395,5.33599996566772,12.0,43.9490013122559,1.0,0.0,12.7234888076782
InChI%3D1S%2FC7H6Cl2O2%2Fc1-11-7-3-5%289%294%288%292-6%287%2910%2Fh2-3%2C10H%2C1H3,11.0,6.0,2.0,17.0,6.0,1.07910001277924,1.0,1.78999996185303,2.12899994850159,0.0,48.6371994018555,1.0,8.0,1.16445684432983
InChI%3D1S%2FC8H14O3%2Fc1-4-10-5-6-11-8%289%297%282%293%2Fh2%2C4-6H2%2C1%2C3H3,10.0,0.0,11.0,25.0,0.0,1.28460001945496,6.0,2.00999999046326,0.947000026702881,3.0,41.7549018859863,0.0,5.0,1.65019714832306
InChI%3D1S%2FC10H15BrO%2Fc1-9%282%296-4-5-10%289%2C3%298%2812%297%286%2911%2Fh6-7H%2C4-5H2%2C1-3H3,13.0,0.0,0.0,27.0,0.0,1.66620004177094,0.0,2.33999991416931,2.53099989891052,0.0,51.1352005004883,0.0,1.0,2.77622246742249
InChI%3D1S%2FC6H11BrO%2Fc7-5-6-3-1-2-4-8-6%2Fh6H%2C1-5H2,8.0,0.0,1.0,19.0,0.0,-0.156499996781349,1.0,1.89999997615814,2.0239999294281,0.0,31.7752990722656,0.0,0.0,0.0244922507554293
InChI%3D1S%2FC2H8N2%2Fc1-4%282%293%2Fh3H2%2C1-2H3,3.0,0.0,4.0,12.0,0.0,-0.377700001001358,0.0,1.46000003814697,-1.38499999046326,0.0,19.5755004882812,1.0,2.0,0.142657294869423
InChI%3D1S%2FC10H10O%2Fc1-3-10%282%2C11%299-7-5-4-6-8-9%2Fh1%2C4-8%2C11H%2C2H3,11.0,6.0,5.0,21.0,6.0,1.66700005531311,1.0,2.45000004768372,1.24000000953674,4.0,48.0999984741211,1.0,6.0,2.77888894081116
InChI%3D1S%2FC12H22O4%2Fc1-3-5-9-15-11%2813%297-8-12%2814%2916-10-6-4-2%2Fh3-10H2%2C1-2H3,15.0,0.0,16.0,38.0,0.0,-1.13880002498627,11.0,2.33999991416931,2.63199996948242,4.0,54.5499992370605,0.0,3.0,1.29686546325684
InChI%3D1S%2FC13H10O2%2Fc14-10-11-6-8-13%289-7-11%2915-12-4-2-1-3-5-12%2Fh1-10H,16.0,12.0,2.0,25.0,12.0,1.37109994888306,3.0,2.67000007629395,1.56599998474121,0.0,67.2599029541016,0.0,15.0,1.87991523742676
