SMILES,VC-6,khs.ddsN,SPC-4,VP-5,khs.aaN,ATSc3,khs.sssdAs,SPC-5,VP-6,khs.aaO,ATSc4,khs.sssN,SPC-6,VP-7,Zagreb,MDEC-22,ATSc5,khs.ssSnH2,khs.ssO,khs.sCl,VPC-4,khs.ddssS,khs.ssssBe,MDEC-23,khs.sssP,VPC-5,MDEC-24,VPC-6,VCH-3,khs.dsCH,khs.dsssP,Kier1,khs.sLi,khs.ssssSi,khs.sNH2,C4SP3,khs.aaS,VCH-4,khs.ssPbH2,Kier2,khs.sNH3,VCH-5,khs.aaaC,topoShape,Kier3,MDEO-11,VCH-6,MDEO-12,khs.ssS,khs.sPH2,khs.aaSe,VCH-7,khs.dssS,khs.ddssSe,WPOL,khs.tN,khs.sOH,khs.dCH2,khs.sSnH3,MDEN-33,SP-0,khs.tsC,khs.ssssSn,khs.sssAs,SP-1,SC-3,khs.ssSiH2,SP-2,SC-4,SP-3,khs.ddC,khs.dSe,khs.sssSnH,SC-5,khs.sssssAs,SP-4,khs.sPbH3,MDEC-33,C3SP2,SP-5,SC-6,MDEC-34,ATSm1,C3SP3,SP-6,SCH-3,khs.sAsH2,ATSm2,khs.ssSe,PetitjeanNumber,SP-7,khs.ssssB,ECCEN,SCH-4,ATSm3,khs.ssBe,khs.ssssC,WPATH,SCH-5,khs.dssSe,ATSp1,khs.aasC,MDEN-11,SCH-6,ATSp2,khs.sssPbH,geomShape,ATSm4,MDEN-12,MDEO-22,SCH-7,ATSp3,ATSm5,MDEN-13,khs.ssAsH,fragC,khs.sSiH3,ATSp4,khs.tCH,khs.ssPH,khs.sssSiH,ATSp5,VAdjMat,khs.sSeH,khs.ssGeH2,khs.sCH3,MDEC-11,khs.sSH,khs.sssssP,khs.aaNH,khs.sssNH,khs.dO,MDEC-12,khs.sF,khs.ssBH,khs.sssB,MDEC-13,khs.sssGeH,MDEC-14,C2SP1,khs.sI,khs.dS,C2SP2,MDEC-44,khs.dssC,khs.aaCH,khs.aasN,C2SP3,khs.dNH,khs.ssssN,khs.ssssGe,khs.sssCH,VP-0,TopoPSA,khs.sBr,khs.sGeH3,VP-1,C1SP1,MDEN-22,khs.ssssPb,khs.ssNH,VC-3,VP-2,C1SP2,MDEN-23,VC-4,khs.ssNH2,VP-3,C1SP3,ATSc1,khs.dsN,khs.ssCH2,VC-5,VP-4,ATSc2
InChI%3D1S%2FC7H6N6O3%2Fc8-6-10-5%2811-7%289%2912-6%293-1-2-4%2816-3%2913%2814%2915%2Fh1-2H%2C%28H4%2C8%2C9%2C10%2C11%2C12%29,0.0,1.0,2.56341147422791,0.709517598152161,0.0,0.0971638187766075,0.0,3.68636012077332,0.373302936553955,1.0,0.115901544690132,0.0,4.55300283432007,0.167927950620651,82.0,1.0,-0.267196416854858,0.0,0.0,0.0,0.555858373641968,0.0,0.0,3.99735641479492,0.0,0.679596126079559,0.0,0.654629647731781,0.0,0.0,0.0,12.4567470550537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10416650772095,0.0,0.0340206921100616,0.0,1.0,3.02972650527954,0.5,0.0528985671699047,0.666666686534882,0.0,0.0,0.0,0.0679118558764458,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11.7067422866821,0.0,0.0,0.0,7.55855083465576,1.41068363189697,0.0,7.25475883483887,0.0,5.33819723129272,0.0,0.0,0.0,0.25,0.0,4.48048782348633,0.0,3.95055055618286,0.0,3.06155180931091,0.0,0.0,20.4833354949951,0.0,2.23499155044556,0.0,0.0,20.2667827606201,0.0,0.5,1.18882620334625,0.0,212.0,0.0,30.0068664550781,0.0,0.0,443.0,0.117851130664349,0.0,792.083618164062,2.0,0.25,0.20412415266037,919.382995605469,0.0,,26.1480922698975,2.38110160827637,0.0,0.446958005428314,1258.06823730469,23.4019985198975,0.28571429848671,0.0,385.089996337891,0.0,1075.89733886719,0.0,0.0,0.0,895.183959960938,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,7.9040093421936,,0.0,0.0,4.27371263504028,0.0,1.5,0.0,3.0,0.355182588100433,3.02979969978333,0.0,0.536342144012451,0.0,0.0,1.90440988540649,2.0,0.464304894208908,0.0,0.0,0.0257944501936436,1.25967276096344,-0.300445646047592
InChI%3D1S%2FCHBrCl2%2Fc2-1%283%294%2Fh1H,0.0,0.0,0.0,0.0,0.0,0.031750425696373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33333337306976,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5773503780365,0.0,0.0,0.0,1.73205077648163,0.577350258827209,0.0,1.73205077648163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6835975646973,0.0,0.0,0.0,0.0,12.5561504364014,0.0,0.5,0.0,0.0,9.0,0.0,47.9866561889648,0.0,0.0,9.0,0.0,0.0,228.361831665039,0.0,0.0,0.0,194.132553100586,0.0,0.487032920122147,0.0,0.0,0.0,0.0,135.155410766602,0.0,0.0,0.0,4.03000020980835,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.80909824371338,0.0,1.0,0.0,2.4432008266449,0.0,0.0,0.0,0.0,1.4578629732132,3.31373596191406,0.0,0.0,0.0,0.0,0.0,0.0,0.129209727048874,0.0,0.0,0.0,0.0,-0.0963552892208099
InChI%3D1S%2FC17H12O6%2Fc1-20-10-6-11-14%288-4-5-21-17%288%2922-11%2915-13%2810%297-2-3-9%2818%2912%287%2916%2819%2923-15%2Fh4-6%2C8%2C17H%2C2-3H2%2C1H3,0.0,0.0,4.77183055877686,2.76151323318481,0.0,0.155933603644371,0.0,9.372727394104,1.88165390491486,0.0,-0.382040768861771,0.0,13.8004693984985,1.29783916473389,138.0,2.52726197242737,0.425308704376221,0.0,4.0,0.0,2.01895928382874,0.0,0.0,16.7302055358887,0.0,3.26357293128967,0.0,3.96599912643433,0.0,2.0,0.0,15.2702331542969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.162714943289757,0.0,0.800000011920929,2.08284020423889,0.25,0.263788491487503,1.44741547107697,0.0,0.0,0.0,0.357752442359924,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,15.7148141860962,0.0,0.0,0.0,11.1858720779419,1.71298611164093,0.0,10.5820302963257,0.0,9.92727088928223,0.0,0.0,0.0,0.563091933727264,0.0,9.53385257720947,0.0,21.3672943115234,2.0,7.65975141525269,0.0,0.0,27.6468143463135,3.0,6.33019351959229,0.0,0.0,30.3209190368652,0.0,0.444444447755814,5.1583833694458,0.0,371.0,0.0,47.8661346435547,0.0,0.0,999.0,0.29264360666275,0.0,1635.28662109375,5.0,0.0,0.661460280418396,2078.9736328125,0.0,0.766487956047058,50.6418380737305,0.0,1.51622176170349,1.16455733776093,3283.14013671875,53.1858177185059,0.0,0.0,1175.06005859375,0.0,3314.45043945312,0.0,0.0,0.0,3050.47338867188,5.52356195449829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.908832609653473,0.0,0.0,0.0,2.4911732673645,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,12.4051551818848,71.0599975585938,0.0,0.0,7.66728591918945,0.0,0.0,0.0,0.0,0.797630667686462,6.22032785415649,2.0,0.0,0.0,0.0,5.1489052772522,1.0,0.814444422721863,0.0,2.0,0.200447961688042,4.142991065979,-0.39625871181488
InChI%3D1S%2FC15H18N4O5%2Fc1-5-9%2816%2912%2821%298-6%284-24-14%2817%2922%2915%2823-2%2913-7%2818-13%293-19%2815%2910%288%2911%285%2920%2Fh6-7%2C13%2C18H%2C3-4%2C16H2%2C1-2H3%2C%28H2%2C17%2C22%29,0.0303006786853075,0.0,6.40712785720825,3.11902236938477,0.0,0.0671673864126205,0.0,11.5166835784912,2.11770963668823,0.0,0.0280036497861147,1.0,18.1537322998047,1.3911064863205,142.0,0.25,-0.126031562685966,0.0,2.0,0.0,2.75357437133789,0.0,0.0,6.89236164093018,0.0,4.53292608261108,1.0,6.02814149856567,0.16666667163372,0.0,0.0,17.4156379699707,0.0,0.0,1.0,0.0,0.0,0.201184466481209,0.0,5.75,0.0,0.143905058503151,0.0,0.800000011920929,2.19809699058533,0.458566069602966,0.58327841758728,1.31556057929993,0.0,0.0,0.0,0.980404198169708,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,17.3863868713379,0.0,0.0,0.0,11.3402767181396,2.37026929855347,0.0,11.0792541503906,0.0680413842201233,10.0579414367676,0.0,0.0,0.0,0.983764111995697,0.0,8.63603973388672,0.0,16.2191200256348,2.0,7.38221883773804,0.0833333358168602,4.30178546905518,29.3122978210449,1.0,5.94660329818726,0.235702261328697,0.0,30.4879398345947,0.0,0.444444447755814,4.49699115753174,0.0,356.0,0.284517794847488,47.2551765441895,0.0,1.0,1115.0,0.206930264830589,0.0,1848.38940429688,0.0,0.125,1.08718776702881,2383.8544921875,0.0,0.665756344795227,57.165340423584,0.28571429848671,0.25,2.27339005470276,3744.2587890625,56.5798225402832,0.365148365497589,0.0,1473.08996582031,0.0,4093.80590820312,0.0,0.0,0.0,3598.466796875,5.58496236801147,0.0,0.0,2.0,0.142857149243355,0.0,0.0,0.0,0.0,2.0,0.854574024677277,0.0,0.0,0.0,5.13514757156372,0.0,0.63245552778244,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,13.2510347366333,147.880004882812,0.0,0.0,7.63234901428223,0.0,0.0,0.0,1.0,1.10323464870453,6.44536304473877,0.0,0.333333343267441,0.0304290316998959,0.0,5.30238199234009,3.0,0.850003778934479,0.0,2.0,0.352926284074783,4.19048261642456,-0.452351659536362
InChI%3D1S%2FC11H24N2O%2Fc1-3-4-5-6-7-8-9-10-11-13%282%2912-14%2Fh3-11H2%2C1-2H3,0.0,0.0,0.492799282073975,0.946504533290863,0.0,0.0339780114591122,0.0,0.348461717367172,0.58089143037796,0.0,-0.0256960652768612,1.0,0.246399641036987,0.348252266645432,52.0,13.1851243972778,-0.00233474373817444,0.0,0.0,0.0,0.157735019922256,0.0,0.0,0.0,0.0,0.111535504460335,0.0,0.0788675099611282,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0769233703613,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.6484184265137,0.0,0.0,0.0,6.80806064605713,0.288675129413605,0.0,4.77696895599365,0.0,3.24740028381348,0.0,0.0,0.0,0.0,0.0,1.83080685138702,0.0,0.0,0.0,1.16957592964172,0.0,0.0,15.4944448471069,0.0,0.738626778125763,0.0,0.0,14.2458248138428,0.0,0.5,0.459787994623184,0.0,237.0,0.0,14.0520219802856,0.0,0.0,435.0,0.0,0.0,615.350280761719,0.0,0.0,0.0,600.62890625,0.0,0.839914560317993,12.9965543746948,0.0,0.0,0.0,588.972717285156,10.6644620895386,0.0,0.0,1187.03002929688,0.0,529.642578125,0.0,0.0,0.0,458.259735107422,4.80735492706299,0.0,0.0,2.0,0.0909090936183929,0.0,0.0,0.0,0.0,1.0,3.81913924217224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.66663646697998,32.6699981689453,0.0,0.0,5.85312223434448,0.0,0.0,0.0,0.0,0.141421362757683,3.93777942657471,0.0,1.0,0.0,0.0,2.47465872764587,2.0,0.0618683211505413,1.0,9.0,0.0,1.51533627510071,-0.0366798937320709
InChI%3D1S%2FCHCl3%2Fc2-1%283%294%2Fh1H,0.0,0.0,0.0,0.0,0.0,0.0365601144731045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33333337306976,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5773503780365,0.0,0.0,0.0,1.73205077648163,0.577350258827209,0.0,1.73205077648163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1382598876953,0.0,0.0,0.0,0.0,8.85521221160889,0.0,0.5,0.0,0.0,9.0,0.0,26.1382598876953,0.0,0.0,9.0,0.0,0.0,177.885971069336,0.0,0.0,0.0,151.20263671875,0.0,0.623540103435516,0.0,0.0,0.0,0.0,105.975578308105,0.0,0.0,0.0,4.03000020980835,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.97903060913086,0.0,0.0,0.0,1.96396100521088,0.0,0.0,0.0,0.0,0.841697573661804,2.22692251205444,0.0,0.0,0.0,0.0,0.0,0.0,0.146240457892418,0.0,0.0,0.0,0.0,-0.109680347144604
InChI%3D1S%2FC4H6N2%2Fc1-4-5-2-3-6-4%2Fh2-3H%2C1H3%2C%28H%2C5%2C6%29,0.0,0.0,0.40824830532074,0.144337564706802,0.0,0.0128357857465744,0.0,0.433012694120407,0.0,0.0,0.00833440199494362,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.20412415266037,0.0,0.0,1.0,0.0,0.216506347060204,0.0,0.0,0.0,0.0,0.0,4.16666650772095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63265311717987,0.0,0.0721687823534012,0.0,0.5,0.979591846466064,0.0,0.0721687823534012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.40577745437622,0.0,0.0,0.0,2.8938467502594,0.288675129413605,0.0,2.38962864875793,0.0,1.64384686946869,0.0,0.0,0.0,0.0,0.0,1.12993609905243,0.0,0.0,0.0,0.288675129413605,0.0,0.0,6.71997594833374,0.0,0.0,0.0,0.0,6.66474103927612,0.0,0.333333343267441,0.0,0.0,29.0,0.0,8.02472877502441,0.0,0.0,26.0,0.144337564706802,0.0,240.728927612305,0.0,0.0,0.144337564706802,249.101669311523,0.0,0.598579823970795,2.0,0.0,0.0,0.0,279.905395507812,0.0,0.0,0.0,226.020004272461,0.0,68.8050308227539,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666686534882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.99156379699707,25.7800006866455,0.0,0.0,2.36180734634399,0.0,0.5,0.0,2.0,0.144337564706802,1.62993609905243,0.0,0.0,0.0,0.0,1.02604758739471,4.0,0.126900359988213,0.0,2.0,0.0,0.649519026279449,-0.0846203714609146
InChI%3D1S%2FC34H28N6O16S4%2Fc1-55-25-9-15%283-5-23%2825%2937-39-31-27%2859%2849%2C50%2951%2911-17-7-19%2857%2843%2C44%2945%2913-21%2835%2929%2817%2933%2831%2941%2916-4-6-24%2826%2810-16%2956-2%2938-40-32-28%2860%2852%2C53%2954%2912-18-8-20%2858%2846%2C47%2948%2914-22%2836%2930%2818%2934%2832%2942%2Fh3-14%2C37-38H%2C35-36H2%2C1-2H3%2C%28H%2C43%2C44%2C45%29%28H%2C46%2C47%2C48%29%28H%2C49%2C50%2C51%29%28H%2C52%2C53%2C54%29,0.0402007550001144,0.0,14.3786478042603,5.23520517349243,0.0,-0.0371072590351105,0.0,21.7000999450684,3.30561685562134,0.0,-0.122197970747948,0.0,32.5541152954102,2.21138381958008,334.0,9.36526298522949,-0.0319770239293575,0.0,2.0,0.0,4.83128023147583,4.0,0.0,37.7282447814941,0.0,6.02508497238159,0.0,7.38324213027954,0.0,2.0,0.0,49.4343185424805,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0768928527832,0.0,0.0,0.0,0.928571403026581,11.0048208236694,8.25507259368896,0.125863581895828,2.41305565834045,0.0,0.0,0.0,0.273863315582275,0.0,0.0,114.0,0.0,4.0,0.0,0.0,0.0,44.2749290466309,0.0,0.0,0.0,27.8261032104492,8.67250442504883,0.0,29.3182983398438,1.15470051765442,22.0939540863037,0.0,0.0,0.0,2.47303819656372,0.0,18.5755004882812,0.0,0.0,6.0,15.7927083969116,0.524377405643463,0.0,99.0624465942383,0.0,11.3822622299194,0.0,0.0,106.065574645996,0.0,0.481481492519379,9.72194004058838,0.0,2704.0,0.0,133.952713012695,0.0,0.0,18484.0,0.0,0.0,5283.80859375,14.0,0.0476190485060215,0.33791571855545,6368.69580078125,0.0,0.694719076156616,148.746276855469,0.868474066257477,0.142857149243355,0.897162735462189,9619.6357421875,164.513732910156,0.0,0.0,5109.259765625,0.0,10575.486328125,0.0,0.0,0.0,10090.6982421875,6.90689039230347,0.0,0.0,2.0,0.111111111938953,0.0,0.0,0.0,0.0,10.0,3.17064237594604,0.0,0.0,0.0,5.05966854095459,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1336059570312,404.420013427734,0.0,0.0,19.4122619628906,0.0,1.29482793807983,0.0,2.0,2.8212103843689,15.6637554168701,0.0,0.0,0.129261121153831,0.0,10.6432332992554,0.0,1.54294872283936,2.0,0.0,0.536275088787079,7.37206745147705,-0.630253970623016
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H,0.0,0.0,3.64273452758789,1.95223665237427,0.0,-0.149364098906517,0.0,4.97606754302979,0.998824298381805,0.0,-0.0746820494532585,0.0,7.01965713500977,0.28571429848671,60.0,0.0,-3.46944695195361e-18,0.0,0.0,6.0,4.48108768463135,0.0,0.0,0.0,0.0,6.42127370834351,0.0,9.34938430786133,0.0,0.0,0.0,10.0833330154419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3950617313385,0.0,0.0,0.0,0.25,1.5625,0.0,0.0370370373129845,0.0,0.0,0.0,0.0,0.251976311206818,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,9.46410179138184,0.0,0.0,0.0,5.46410179138184,1.15470051765442,0.0,5.154700756073,0.0,4.97606754302979,0.0,0.0,0.0,0.666666686534882,0.0,2.87293410301208,0.0,9.12546539306641,0.0,1.65868926048279,0.0,0.0,58.2765197753906,0.0,0.829344630241394,0.0,0.0,23.7104244232178,0.0,0.200000002980232,0.222222223877907,0.0,102.0,0.0,41.4208488464355,0.0,0.0,174.0,0.0,0.0,1161.49096679688,0.0,0.0,0.0370370373129845,1349.00231933594,0.0,0.532800793647766,90.6973724365234,0.0,0.0,0.222222223877907,1878.3134765625,69.986946105957,0.0,0.0,192.059997558594,0.0,1810.26770019531,0.0,0.0,0.0,871.111022949219,4.58496236801147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,10.2674617767334,0.0,0.0,0.0,5.92792224884033,0.0,0.0,0.0,0.0,1.30930733680725,5.69027423858643,0.0,0.0,0.0,0.0,5.8567099571228,0.0,0.298728197813034,0.0,0.0,0.857142865657806,3.38137316703796,3.46944695195361e-18
InChI%3D1S%2FC4H8N2OS%2Fc7-5-6-1-3-8-4-2-6%2Fh1-4H2,0.0,0.0,0.492799282073975,1.09478890895844,0.0,-0.00900765787810087,,0.594861328601837,0.193185165524483,0.0,0.0120705673471093,1.0,0.492799282073975,0.0500000007450581,34.0,3.30192732810974,-0.0241726636886597,,0.0,,0.182246178388596,,0.0,0.0,0.0,0.280940115451813,0.0,0.315659642219543,0.0,0.0,0.0,6.125,0.0,0.0,0.0,0.0,0.0,0.0,,3.11111116409302,0.0,0.0,0.0,0.666666686534882,1.79999995231628,0.0,0.136930644512177,0.0,1.0,0.0,,0.0612372420728207,0.0,,7.0,0.0,0.0,0.0,,0.0,5.81999111175537,0.0,,,3.9318516254425,0.20412415266037,0.0,2.91228413581848,0.0,2.30209517478943,0.0,,,0.0,,1.59538793563843,,0.0,0.0,1.10517168045044,0.0,0.0,15.6221981048584,0.0,0.348461717367172,0.0,,12.585394859314,,0.400000005960464,0.144337564706802,0.0,60.0,0.0,13.5577774047852,0.0,0.0,64.0,0.0,,418.847747802734,0.0,0.0,0.102062076330185,436.269897460938,,0.535918354988098,10.1100187301636,0.0,0.0,0.0721687823534012,484.657897949219,5.77764797210693,0.0,,200.039993286133,0.0,328.240112304688,0.0,0.0,0.0,97.3266677856445,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.35584735870361,57.9700012207031,,,3.7470805644989,0.0,0.0,,0.0,0.100000001490116,2.87243008613586,0.0,1.0,0.0,0.0,2.04544568061829,4.0,0.0928518250584602,1.0,4.0,0.0,1.51918494701385,-0.0431623421609402
InChI%3D1S%2FC37H30N4O10S3%2Fc1-22-4-13-30%2814-5-22%2954%2849%2C50%2951-29-11-9-28%2810-12-29%2938-39-32-15-6-25%2818-23%2832%292%2926-7-16-33%2824%283%2919-26%2940-41-37-34%2842%2917-8-27-20-31%2852%2843%2C44%2945%2921-35%2836%2827%2937%2953%2846%2C47%2948%2Fh4-21%2C40H%2C1-3H3%2C%28H%2C43%2C44%2C45%29%28H%2C46%2C47%2C48%29,0.0299336053431034,0.0,11.4211730957031,4.94550085067749,0.0,0.0574276857078075,0.0,15.9002923965454,2.9638843536377,0.0,0.0667069405317307,0.0,22.8998527526855,1.63562417030334,296.0,19.22975730896,-0.0635540559887886,0.0,1.0,0.0,4.13205909729004,3.0,0.0,40.2944183349609,0.0,4.94287729263306,0.0,6.25816869735718,0.0,2.0,0.0,43.5754089355469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0926647186279,0.0,0.0,0.0,0.933333337306976,10.9936227798462,4.263108253479,0.145334750413895,0.708947658538818,0.0,0.0,0.0,0.269423484802246,0.0,0.0,94.0,0.0,2.0,0.0,0.0,0.0,39.0010604858398,0.0,0.0,0.0,25.3850173950195,6.67361116409302,0.0,25.87473487854,0.781474411487579,19.8502044677734,0.0,0.0,0.0,1.69048857688904,0.0,15.802526473999,0.0,17.0322761535645,7.0,13.6181535720825,0.364250779151917,0.0,81.5679016113281,0.0,10.1518077850342,0.0,0.0,89.0658493041992,0.0,0.482758611440659,6.96119689941406,0.0,2639.0,0.0,113.970138549805,0.0,0.0,15558.0,0.0,0.0,4515.97607421875,14.0,0.0,0.413860529661179,5351.654296875,0.0,0.652306079864502,120.709259033203,0.0,0.0,0.846838653087616,7820.77294921875,123.27668762207,0.0,0.0,5059.169921875,0.0,8203.173828125,0.0,0.0,0.0,7567.369140625,6.75488758087158,0.0,0.0,3.0,0.234268993139267,0.0,0.0,0.0,0.0,7.0,6.36754894256592,0.0,0.0,0.0,5.8851318359375,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9956893920898,243.429992675781,0.0,0.0,18.2410659790039,0.0,1.29482793807983,0.0,1.0,2.44233775138855,14.6299867630005,0.0,0.0,0.094130240380764,0.0,9.90606212615967,3.0,0.904663622379303,3.0,0.0,0.401662617921829,6.68479299545288,-0.420519858598709
InChI%3D1S%2FC2Cl4%2Fc3-1%284%292%285%296,0.0,0.0,1.33333337306976,0.0,0.0,-0.0672608613967896,0.0,0.0,0.0,0.0,0.0448405742645264,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,1.4578629732132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22222232818604,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.154700756073,0.0,0.0,0.0,2.64273452758789,0.666666686534882,0.0,2.48803377151489,0.0,1.33333337306976,0.0,0.0,0.0,0.333333343267441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.8510131835938,0.0,0.0,0.0,0.0,12.8069496154785,0.0,0.333333343267441,0.0,0.0,24.0,0.0,29.2324562072754,0.0,0.0,29.0,0.0,0.0,374.542022705078,0.0,0.0,0.0,360.666381835938,0.0,0.594177007675171,34.8510131835938,0.0,0.0,0.0,356.131713867188,0.0,0.0,0.0,5.03999996185303,0.0,182.736328125,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53557348251343,0.0,0.0,0.0,2.51778674125671,0.0,0.0,0.0,0.0,0.642857134342194,2.41960763931274,2.0,0.0,0.0,0.0,1.28571426868439,0.0,0.134521722793579,0.0,0.0,0.413265317678452,0.0,-0.0448405742645264
InChI%3D1S%2FC4H10N2O%2Fc1-3-6%284-2%295-7%2Fh3-4H2%2C1-2H3,0.0,0.0,0.61237245798111,0.0,0.0,0.0282179713249207,,0.61237245798111,0.0,0.0,-0.0203725434839725,1.0,0.0,0.0,24.0,0.5,-0.00507174944505095,,0.0,0.0,0.240824833512306,0.0,0.0,0.0,0.0,0.181649655103683,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.16666650772095,0.0,0.0,0.0,1.0,2.66666674613953,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,6.0,0.0,0.0,0.0,,0.0,5.69867038726807,0.0,,,3.34606528282166,0.20412415266037,0.0,2.09077024459839,0.0,1.73205077648163,0.0,,,0.0,,0.866025388240814,,0.0,0.0,0.0,0.0,0.0,8.49444484710693,0.0,0.0,0.0,,7.24582433700562,,0.5,0.0,0.0,36.0,0.0,7.21820688247681,0.0,0.0,48.0,0.0,,213.901000976562,0.0,0.0,0.0,201.253967285156,,0.576482236385345,6.99655437469482,0.0,0.0,0.0,194.227340698242,3.66418385505676,0.0,,214.029998779297,0.0,154.646636962891,0.0,0.0,0.0,58.4854698181152,3.80735492706299,,,2.0,0.25,0.0,0.0,0.0,0.0,1.0,2.30940103530884,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.71688890457153,32.6699981689453,,,2.42924332618713,0.0,0.0,,0.0,0.100000001490116,1.22055470943451,0.0,1.0,0.0,0.0,0.845526337623596,4.0,0.0585289783775806,1.0,2.0,0.0,0.339076846837997,-0.0320381671190262
