SMILES,SCH-4,ATSm3,C1SP3,SCH-5,ATSm4,SCH-6,Zagreb,ATSm5,VP-0,topoShape,VP-1,ATSc1,MDEO-11,SCH-7,VP-2,PetitjeanNumber,ATSc2,Kier1,MDEO-12,MDEN-22,VP-3,ATSc3,Kier2,SP-0,C2SP2,MDEN-23,ATSp1,MDEC-22,VP-4,ATSc4,Kier3,SP-1,C2SP3,ATSp2,MDEC-23,MDEC-44,VP-5,ATSc5,SP-2,MDEC-24,VP-6,SP-3,WPATH,TopoPSA,ATSp3,SP-4,ATSp4,SPC-4,VP-7,SP-5,ATSp5,VC-3,SPC-5,VCH-3,VC-4,SPC-6,SP-6,VC-5,WPOL,SP-7,VCH-4,VC-6,SC-3,VPC-4,MDEO-22,MDEN-11,MDEN-33,MDEC-11,MDEN-12,ECCEN,C3SP2,SC-4,VAdjMat,VCH-5,VPC-5,MDEC-33,MDEC-12,MDEN-13,fragC,C3SP3,SC-5,VCH-6,VPC-6,MDEC-34,MDEC-13,SC-6,VCH-7,MDEC-14,ATSm1,C1SP2,ATSm2,SCH-3
InChI%3D1S%2FC22H28O3%2Fc1-4-22%2825-14%282%2923%2912-10-20-19-7-5-15-13-16%2824%296-8-17%2815%2918%2819%299-11-21%2820%2C22%293%2Fh1%2C13%2C17-20H%2C5-12H2%2C2-3H3,0.0,47.0991134644,2.0,0.0721687824,53.6567344666,0.4386380315,144.0,49.3246421814,15.345700264,1.0,9.8070793152,0.3961802423,0.0833333358,1.0348502398,8.8634243011,0.5,-0.1985491514,18.3673477173,0.4472135901,0.0,7.9707856178,0.021181263,6.5578513145,17.8196258545,2.0,0.0,2135.21484375,12.3649597168,6.8586144447,-0.0051821042,2.7493491173,11.8996143341,8.0,2669.4462890625,22.7578048706,1.0,5.4698662758,-0.0095218774,11.5803823471,6.7869300842,3.9402935505,10.22747612,1358.0,43.3699989319,4226.5952148438,9.1580476761,4607.9946289063,6.4919486046,3.0232765675,7.5797748566,3850.3718261719,1.7034430504,11.8096294403,0.0,0.1381464601,16.9324474335,5.4699993134,0.7419751287,51.0,4.3573155403,0.0,0.1891274154,2.5687665939,4.6588969231,0.0,0.0,0.0,0.6463304162,0.0,489.0,1.0,0.190450415,5.6438560486,0.0721687824,8.0572500229,6.9050555229,6.04276371,0.0,2536.0300292969,5.0,1.0459550619,0.3683053851,11.0749111176,4.1026749611,4.0487537384,0.3443751931,0.7739140391,2.6207413673,27.3234062195,1.0,29.3283672333,0.0
InChI%3D1S%2FC16H17NO2%2Fc1-18-15-9-10-16%2819-2%2913%2811-15%296-3-12-4-7-14%2817%298-5-12%2Fh3-11H%2C17H2%2C1-2H3,0.0,27.6607379913,0.0,0.0,27.9928302765,0.1513747126,92.0,21.4945526123,11.0899991989,0.8333333135,5.9835047722,0.3738457859,0.0,0.286596477,4.1078805923,0.4545454681,-0.1946027875,15.3900003433,0.0,0.0,2.8286776543,-0.0024765409,7.6952662468,13.6649255753,2.0,0.0,1146.3657226563,10.7442169189,1.7627820969,-0.0096817408,4.5,9.2238769531,10.0,1287.8619384766,15.9827899933,0.0,1.1762026548,-0.0485791899,7.7189817429,0.0,0.594694674,6.4313173294,774.0,44.4799995422,1671.8538818359,4.7533049583,1610.7987060547,2.2775723934,0.3141757846,3.8905878067,1227.5416259766,0.4027503729,3.0321917534,0.0,0.0,3.8008961678,2.497756958,0.0196418557,26.0,1.5136010647,0.0,0.0,1.0302567482,0.7520235777,0.200000003,0.0,0.0,0.1428571492,0.0,339.0,0.0,0.0,5.2479276657,0.0,0.8509014249,2.7798650265,3.3147733212,0.0,1027.0300292969,2.0,0.0833333358,0.0518340394,0.8585968018,0.0,2.1593980789,0.0,0.0656057596,0.0,20.9089260101,0.0,21.4945526123,0.0
InChI%3D1S%2FC20H18ClNO6%2Fc1-10-7-12-14%2821%299-13%2817%2823%2916%2812%2920%2827%2928-10%2918%2824%2922-15%2819%2825%2926%298-11-5-3-2-4-6-11%2Fh2-6%2C9-10%2C15%2C23H%2C7-8H2%2C1H3%2C%28H%2C22%2C24%29%28H%2C25%2C26%29,0.0,52.4932632446,1.0,0.0,59.1099891663,0.2029785514,146.0,62.6620368958,15.6805086136,1.0,8.9453105927,0.7555111647,1.8707156181,0.4226050675,6.931825161,0.5,-0.3224759102,22.6800003052,0.9572486281,0.0,4.770172596,0.045283433,9.8712816238,20.4219207764,0.0,0.0,1849.8659667969,7.5063047409,3.3633015156,-0.0741009042,5.3890304565,13.2737646103,12.0,2181.7900390625,17.8811626434,0.0,2.3706576824,-0.1309249103,12.4878435135,0.0,1.2015548944,9.9665355682,2061.0,116.4199981689,3080.4152832031,8.4501428604,3280.7109375,4.9935688972,0.6864772439,6.8836307526,2949.2502441406,0.9627984166,7.9730668068,0.0,0.0,12.3901224136,4.2732114792,0.1515907943,47.0,2.8546857834,0.0,0.0,2.2756328583,1.7903276682,0.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,5.8073549271,0.0,2.4050757885,16.7636432648,0.9152565002,0.0,1548.0799560547,4.0,0.6257625222,0.0709505454,3.1195316315,0.0,2.3000464439,0.0,0.1321789026,0.0,40.7195549011,3.0,34.6087532043,0.0
InChI%3D1S%2FC3H6Cl2%2Fc1-3%285%292-4%2Fh3H%2C2H2%2C1H3,0.0,9.8552122116,2.0,0.0,11.6644906998,0.0,16.0,0.0,4.5522437096,0.5,2.4420359135,0.0941488594,0.0,0.0,1.988722086,0.3333333433,-0.0215894692,5.0,0.0,0.0,0.9878007174,-0.0465281717,2.25,4.2844572067,0.0,0.0,218.0533599854,0.0,0.0,0.0210432112,4.0,2.2700555325,1.0,194.4990234375,1.0,0.0,0.0,0.0,1.8020951748,0.0,0.0,0.8164966106,18.0,0.0,164.8440856934,0.0,63.4055480957,0.4082483053,0.0,0.0,0.0,0.4629100561,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4082483053,0.5248906612,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.3219280243,0.0,0.0,0.0,0.5,0.0,80.0199966431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.4255065918,0.0,7.9034748077,0.0
InChI%3D1S%2FC8H6N4O4S%2Fc1-4%2813%299-8-11-10-7%2817-8%295-2-3-6%2816-5%2912%2814%2915%2Fh2-3H%2C1H3%2C%28H%2C9%2C11%2C13%29,0.0,38.0750465393,3.0,0.2357022613,30.3517494202,0.2874574661,86.0,31.4964447021,9.3402585983,1.0,5.200466156,0.4916373193,0.5129927993,0.4640416205,3.8997702599,0.5,-0.26598382,13.4320983887,0.7539474368,1.6509636641,2.486014843,-0.0205042381,5.7600002289,12.413848877,0.0,0.5047172308,957.1890869141,1.0,1.7636898756,0.1509319991,3.4844443798,8.0585508347,3.0,1110.8833007813,3.7115125656,0.0,0.9141642451,-0.1542109102,7.6459355354,0.0,0.5707299709,5.5097494125,564.0,145.5700073242,1506.6365966797,4.5089025497,1155.1608886719,2.5341129303,0.3035870492,2.9268341064,1085.3817138672,0.5083031058,3.4691267014,0.0,0.0,3.8432080746,2.2708842754,0.041058965,20.0,1.4281771183,0.0,0.0,1.4457057714,0.7904580832,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,5.0874629021,0.0952579379,1.0103363991,3.3865456581,0.2672612369,0.0,304.0899963379,0.0,0.25,0.0902296081,0.8845915198,0.0,1.3412307501,0.0,0.1060342491,0.0,27.6655807495,1.0,24.6336917877,0.0
InChI%3D1S%2FC7H8O2%2Fc1-9-7-4-2-6%288%293-5-7%2Fh2-5%2C8H%2C1H3,0.0,12.328368187,0.0,0.0,10.328368187,0.0833333358,40.0,4.6641840935,5.1648631096,1.0,2.657346487,0.2467731088,0.0,0.1422588974,1.6980253458,0.5,-0.1157087982,7.1111111641,0.200000003,0.0,1.0724231005,0.0014695158,3.239669323,6.6902346611,0.0,0.0,366.6408691406,3.3019273281,0.5822209716,-0.0087585878,2.0,4.3256983757,6.0,391.148651123,5.6568541527,0.0,0.3474539518,-0.0671387538,3.5341458321,0.0,0.1172384024,2.7127788067,90.0,29.4599990845,466.8982849121,1.7373635769,352.5509033203,0.9010475874,0.0226804614,1.3737734556,137.9537658691,0.1425769776,0.9374436736,0.0,0.0,1.0690356493,0.6868867278,0.0,9.0,0.1178511307,0.0,0.0,0.4927992821,,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,4.1699252129,0.0,,0.3333333433,1.1547005177,0.0,217.0200042725,0.0,0.0,0.027777778,,0.0,0.6324555278,0.0,0.0237628296,0.0,10.5489377975,0.0,9.9962759018,0.0
InChI%3D1S%2FC13H14N2%2Fc14-12-5-1-10%282-6-12%299-11-3-7-13%2815%298-4-11%2Fh1-8H%2C9%2C14-15H2,0.0,21.6647415161,0.0,0.0,18.6647415161,0.1666666716,74.0,12.3323707581,8.4806098938,1.0,4.9271912575,0.053954564,0.0,0.2845177948,3.6599400043,0.5,-0.0173184779,11.484375,0.0,0.0,2.3676867485,-0.0089444323,5.3650794029,10.6733617783,0.0,0.0,912.5855712891,11.8767204285,1.5066792965,-0.0006859861,3.5,7.2371835709,11.0,1017.8176879883,14.311630249,0.0,1.1066266298,-9.46119689615443e-06,6.4874978065,0.0,0.4934504032,4.9375238419,404.0,52.0400009155,1303.4326171875,3.6010396481,1125.3265380859,1.6295491457,0.2749859691,3.2149746418,773.6035766602,0.4281523526,1.9642038345,0.0,0.0,2.7632203102,1.654253602,0.0,18.0,1.0653140545,0.0,0.0,0.9855985641,0.612238884,0.0,0.1000000015,0.0,0.0,0.0,240.0,0.0,0.0,4.9068903923,0.0,0.6620768309,1.5326188803,0.0,0.0,690.0200195313,2.0,0.0,0.055555556,0.7659552097,0.0,0.0,0.0,0.0713587254,0.0,15.7199764252,0.0,16.3323707581,0.0
InChI%3D1S%2FC14H8Cl4%2Fc15-11-5-1-9%282-6-11%2913%2814%2817%2918%2910-3-7-12%2816%298-4-10%2Fh1-8H,0.0,45.4231796265,0.0,0.0,41.613899231,0.1666666716,90.0,43.5173721313,12.15437603,1.0,6.6605210304,0.1340580285,0.0,0.2628917098,5.4714612961,0.5,-0.0641468614,14.4099721909,0.0,0.0,3.3366930485,0.0122740483,6.4378700256,13.1209554672,0.0,0.0,1480.451171875,8.6919021606,2.3064072132,-0.0043210615,3.75,8.575387001,10.0,1695.4962158203,17.8274536133,0.0,1.5738397837,0.0037789731,7.8612709045,0.0,0.807513833,5.9794893265,603.0,0.0,2272.2221679688,4.8150887489,2284.4306640625,2.5941934586,0.5991702676,3.8870460987,1973.6754150391,0.9285597205,4.0176234245,0.0,0.0,5.3950872421,2.2356617451,0.122023806,26.0,1.7396504879,0.0,0.0,1.3551280499,1.4030553102,0.0,0.0,0.0,0.0,0.0,277.0,1.0,0.0,5.1699252129,0.0,1.8387912512,5.3136925697,0.0,0.0,423.0400085449,2.0,0.2222222239,0.055555556,2.1008994579,0.0,0.0,0.0,0.0907718539,0.0,48.8510131836,1.0,26.8069496155,0.0
InChI%3D1S%2FC8H8O%2Fc1-2-4-7%285-3-1%298-6-9-8%2Fh1-5%2C8H%2C6H2,0.1666666716,10.3320922852,1.0,0.0,9.6641836166,0.2687287331,46.0,5.6641840935,5.0794568062,0.6666666865,3.1319844723,0.1745222509,0.0,0.2946278155,2.2326588631,0.400000006,-0.0817488655,5.7600002289,0.0,0.0,1.3380241394,-0.0046101944,2.3195266724,6.1044478416,0.0,0.0,410.767578125,6.9456291199,0.8601391912,-0.0008727061,1.2799999714,4.4663267136,6.0,464.3888549805,6.0855536461,0.0,0.4916395843,-2.8990589271416e-05,3.7355201244,0.0,0.1727371216,2.6498298645,87.0,12.529999733,490.2668151855,2.0769758224,399.4349365234,0.7071067691,0.0783464834,1.4457057714,189.6879119873,0.1795583814,0.9166666865,0.1666666716,0.0,0.9428090453,0.589255631,0.027777778,9.0,0.3333333433,0.0833333358,0.0,0.3333333433,0.3146612346,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,4.1699252129,0.0,0.3312644958,1.0,0.0,0.0,252.0099945068,1.0,0.0833333358,0.0876305699,0.2739242017,0.0,0.0,0.0,0.0826685503,0.0,9.7744693756,0.0,10.6641836166,0.2886751294
InChI%3D1S%2FC14H19NO2%2Fc1-17-14%2816%2913%2811-7-3-2-4-8-11%2912-9-5-6-10-15-12%2Fh2-4%2C7-8%2C12-13%2C15H%2C5-6%2C9-10H2%2C1H3,0.0,24.9372081757,1.0,0.0,26.1590156555,0.2041241527,82.0,27.431854248,10.186375618,1.0,6.1883406639,0.341715008,0.0,0.1178511307,4.4679131508,0.5,-0.2051134855,13.4320983887,0.5,0.0,3.364607811,0.0770789832,6.8052930832,12.0875759125,0.0,0.0,1054.1710205078,11.1207771301,2.483287096,-0.1271023601,3.4844443798,8.3256988525,9.0,1203.1768798828,12.4115562439,0.0,1.7960470915,0.1576241702,6.759062767,0.0,0.8450252414,5.6893382072,498.0,,1579.6353759766,4.6244306564,1601.2180175781,1.8681206703,0.5199061632,3.6887061596,1420.5627441406,0.3455220163,3.3615989685,0.0,0.0,4.7533359528,1.9347338676,0.0711294487,24.0,1.3374794722,0.0,0.0,0.6801466942,0.8641021848,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,5.0874629021,0.0,1.3325759172,4.2426404953,1.54030931,0.0,1097.0300292969,2.0,0.1896785349,0.1042438,1.6337816715,0.0,1.2778861523,0.0,0.0601851866,0.0,18.9089260101,1.0,19.3286457062,0.0
InChI%3D1S%2FC10H10N2%2Fc11-9-5-1-3-7-8%289%294-2-6-10%287%2912%2Fh1-6H%2C11-12H2,0.0,18.6647415161,0.0,0.0,18.9971122742,0.1360827684,62.0,12.9971113205,6.6188020706,0.6666666865,3.8153841496,0.0539553091,0.0,0.310875237,2.7896006107,0.400000006,-0.0169400014,8.5917158127,0.0,0.0,1.9895296097,-0.0052241795,3.3950617313,8.5520420074,0.0,0.0,763.9471435547,6.1204638481,1.3585823774,0.0038925735,1.5625,5.7876935005,8.0,884.426574707,11.1063156128,0.0,0.8710113168,-0.0217534751,5.1440844536,0.0,0.3868945241,4.4055938721,176.0,52.0400009155,1210.7928466797,3.620370388,1122.134765625,1.9454828501,0.2003917098,2.8013465405,653.5284423828,0.3110042214,3.0981416702,0.0,0.0,4.3262429237,1.5333729982,0.0689458549,18.0,1.0092363358,0.0,0.0,0.7435700297,0.6812855601,0.0,0.200000003,0.0,0.0,0.0,108.0,0.0,0.0,4.584962368,0.0,0.8977918625,3.9654064178,0.0,0.0,397.0199890137,2.0,0.2480056435,0.0481125228,1.0014599562,0.0,0.0,0.0,0.0796118155,0.0,12.7199764252,0.0,13.3323707581,0.0
InChI%3D1S%2FC8H12N2%2Fc9-10-7-6-8-4-2-1-3-5-8%2Fh1-5%2C10H%2C6-7%2C9H2,0.0,11.3323707581,1.0,0.0,9.3323707581,0.1020620763,42.0,6.4985556602,5.8783149719,0.75,3.4064655304,0.0258235149,0.0,0.0721687824,2.1897227764,0.4285714328,-0.0078796139,8.1000003815,0.0,0.0,1.4008374214,-0.0044126692,4.760330677,7.2342042923,0.0,0.0,487.8725891113,9.5630741119,0.8611835837,-0.0005765891,3.1111111641,4.9318518639,6.0,509.6358947754,4.4455447197,0.0,0.5339092016,-4.08057312597521e-05,3.6462643147,0.0,0.1971415281,2.6906707287,133.0,38.0499992371,571.114074707,1.9686141014,456.5482177734,0.4330126941,0.0876305699,1.5134199858,276.9740905762,0.1178511307,0.612372458,0.0,0.0,0.679412365,0.6371368766,0.0,9.0,0.3484617174,0.0,0.0,0.2041241527,0.2194160968,0.0,0.0,0.0,0.0,1.0,107.0,0.0,0.0,4.3219280243,0.0,0.2557428479,0.0,0.0,0.0,394.0199890137,1.0,0.0,0.032075014,0.2184461802,0.0,0.0,0.0,0.0226804614,0.0,10.7199764252,0.0,10.5261735916,0.0
InChI%3D1S%2FC6H12Cl2O%2Fc1-5%283-7%299-6%282%294-8%2Fh5-6H%2C3-4H2%2C1-2H3,0.0,14.2318429947,4.0,0.0,17.7674465179,0.0,34.0,9.9034748077,7.2449493408,1.0,4.046169281,0.2686225176,0.0,0.0,2.6831374168,0.5,-0.0949278474,9.0,0.0,0.0,1.7684001923,-0.1525853574,4.8395061493,7.2760210037,0.0,0.0,426.8565368652,0.25,0.6147921085,0.1551733911,4.5,4.2019071579,2.0,417.7041320801,2.3094010353,0.0,0.3725212514,-0.0050136214,3.2625422478,0.0,0.0874817744,2.198584795,100.0,9.2299995422,441.5196228027,1.0202200413,362.2712097168,0.9106836319,0.0,0.5690355897,267.5560913086,0.3333333433,0.9023689032,0.0,0.0,0.922589004,0.1178511307,0.0,8.0,0.0,0.0,0.0,0.5773502588,0.5704145432,0.0,0.0,0.0,0.25,0.0,72.0,0.0,0.0,4.1699252129,0.0,0.5467507243,0.5,1.4142135382,0.0,328.0299987793,0.0,0.0,0.0,0.5948659778,0.0,2.3094010353,0.0,0.0,0.0,25.1999759674,0.0,12.5676584244,0.0
InChI%3D1S%2FC17H22N2O%2Fc1-17%2820-14-13-19%282%293%2C15-9-5-4-6-10-15%2916-11-7-8-12-18-16%2Fh4-12H%2C13-14H2%2C1-3H3,0.0,29.9931087494,4.0,0.0,31.601764679,0.2041241527,98.0,30.6572933197,12.4130411148,0.8000000119,6.8846187592,0.3293245733,0.0,0.1020620763,5.2659893036,0.4444444478,-0.174326092,16.371881485,0.0,0.0,3.4075636864,-0.1041521728,7.8520407677,14.4244394302,0.0,0.1666666716,1300.5103759766,14.7575902939,2.1386504173,0.230463475,4.4963264465,9.6268453598,9.0,1481.2889404297,8.0935258865,0.0,1.3482669592,-0.1334041953,8.4617614746,4.0326309204,0.753823936,6.5725212097,805.0,,2004.0184326172,5.1569018364,2075.0817871094,3.1104860306,0.4179796278,3.9188377857,1874.7117919922,0.8442659974,4.8197889328,0.0,0.0510310382,6.1916780472,2.3783314228,0.1645010412,29.0,1.6775770187,0.0,0.0301865023,1.3896895647,1.4630254507,0.0,0.0,0.0,0.7211247683,0.0,296.0,0.0,0.1178511307,5.3219280243,0.0,1.7566088438,0.5,6.1899409294,0.0,1469.0300292969,2.0,0.4886419475,0.0569202155,1.8352140188,2.0,1.4422495365,0.1178511307,0.0284601077,1.0259855986,21.4944458008,0.0,22.4951095581,0.0
InChI%3D1S%2FC32H24N6O16S4%2Fc33-19-11-17%2855%2843%2C44%2945%295-15-9-25%2857%2849%2C50%2951%2929%2831%2841%2927%2815%2919%2937-35-21-3-1-13%287-23%2821%2939%2914-2-4-22%2824%2840%298-14%2936-38-30-26%2858%2852%2C53%2954%2910-16-6-18%2856%2846%2C47%2948%2912-20%2834%2928%2816%2932%2830%2942%2Fh1-12%2C35-36%2C39-40H%2C33-34H2%2C%28H%2C43%2C44%2C45%29%28H%2C46%2C47%2C48%29%28H%2C49%2C50%2C51%29%28H%2C52%2C53%2C54%29,0.0,131.9527130127,0.0,0.0,144.7462768555,0.3379157186,326.0,158.1813659668,30.2115345001,0.928571403,18.6347312927,1.4375133514,10.7971191406,0.937020421,15.2974863052,0.4814814925,-0.4494053423,47.4784584045,0.0,1.2948279381,10.2356443405,-0.1060537994,17.8752002716,42.8607139587,8.0,0.0,5111.9252929688,9.3652629852,7.0572719574,-0.1964265555,10.52734375,26.7500953674,18.0,6165.7290039063,37.7282447815,0.0,5.0102219582,-0.042863775,28.9362106323,0.0,3.1524987221,21.4594135284,17325.0,426.4200134277,9326.4580078125,17.9481086731,10151.154296875,14.4179229736,2.103433609,15.1876564026,9572.197265625,2.8324587345,21.3481788635,0.0,0.1292611212,32.1558609009,10.9210119247,0.5395222306,110.0,9.3533983231,0.0,0.040200755,8.8105764389,4.7367959023,0.0,0.0476190485,0.0,0.0,0.8684740663,2634.0,0.0,1.1547005177,6.857981205,0.0,5.8076591492,0.0,0.0,0.0,4263.259765625,6.0,2.5420737267,0.1258635819,7.1605763435,0.0,0.0,0.5243774056,0.2757380307,0.0,97.0624465942,0.0,103.4013900757,0.0
InChI%3D1S%2FC9H10N4S%2Fc10-7-3-1-6%282-4-7%298-5-14-9%2812-8%2913-11%2Fh1-5H%2C10-11H2%2C%28H%2C12%2C13%29,0.0,27.0876274109,1.0,0.1178511307,22.1403484344,0.2347080559,70.0,17.336681366,8.2134103775,0.8000000119,4.95408535,0.1417096108,0.0,0.3591167629,3.6623475552,0.4444444478,-0.1047030836,10.5155553818,0.0,0.5,2.6076178551,0.0471391343,4.6799998283,9.966255188,0.0,0.0,987.7490234375,4.2514147758,1.7576434612,-0.0029969953,2.5343999863,6.7920250893,6.0,1124.7491455078,9.2865495682,0.0,1.0604507923,-0.0026216437,5.8673577309,0.0,0.5913150907,4.8863191605,316.0,105.1999969482,1489.6820068359,3.6698439121,1194.4067382813,1.7957440615,0.3020080626,2.7501165867,916.4452514648,0.3810387254,2.4059755802,0.0,0.0,2.8122153282,1.8504408598,0.0215165745,17.0,0.997713089,0.0,0.0,0.8261325955,0.7051630616,0.0,0.1111111119,0.0,0.0,1.1547005177,199.0,0.0,0.0,4.8073549271,0.079056941,0.8839700222,2.1822471619,0.0,0.0,443.049987793,1.0,0.0833333358,0.1068347171,0.8564038873,0.0,0.0,0.0,0.1181559488,0.0,21.5677051544,0.0,19.3642997742,0.0
InChI%3D1S%2FC12H11ClN2O5S%2Fc13-9-5-10%2815-6-7-2-1-3-20-7%298%2812%2816%2917%294-11%289%2921%2814%2C18%2919%2Fh1-5%2C15H%2C6H2%2C%28H%2C16%2C17%29%28H2%2C14%2C18%2C19%29,0.0,44.8883018494,2.0,0.1443375647,48.3308639526,0.1576176286,108.0,50.9665107727,11.7524185181,1.0,6.8938264847,0.647244513,1.4422495365,0.2268608361,5.3782477379,0.5,-0.2514533103,17.3553714752,0.5039526224,0.0,3.54459095,-0.0184305366,7.05078125,15.6209554672,0.0,0.0,1500.3739013672,4.5048079491,2.4266154766,-0.0321527757,4.487534523,9.7867126465,8.0,1738.4588623047,11.0896501541,0.0,1.3572975397,0.148192361,9.8169908524,0.0,0.8483849168,6.8821473122,939.0,131.0099945068,2465.1030273438,5.638923645,2361.2922363281,3.9882526398,0.414886564,3.6518068314,2088.9235839844,0.922211051,6.103852272,0.0,0.041718848,7.3395609856,3.0232748985,0.1958024651,30.0,1.6383500099,0.0,0.0120431939,2.5597856045,1.5949801207,0.0,0.0,0.0,0.0,0.1666666716,341.0,0.0,0.2886751294,5.3923172951,0.0392837115,2.0756583214,5.7983646393,0.0,0.0,669.0900268555,1.0,0.6410108805,0.0486111119,2.1419529915,0.0,0.0,0.1178511307,0.0764097944,0.0,39.4328269958,1.0,34.5085258484,0.0
InChI%3D1S%2FC5H8O2%2Fc1-3-5%286%297-4-2%2Fh3H%2C1%2C4H2%2C2H3,0.0,7.7707448006,2.0,0.0,5.9962759018,0.0,24.0,3.3320920467,4.3080606461,0.6666666865,2.1009535789,0.2728767395,0.0,0.0,0.9561724663,0.400000006,-0.1839736402,7.0,0.5,0.0,0.4532631338,0.0750105679,4.1666665077,5.6986703873,1.0,0.0,200.1706085205,0.3333333433,0.2011844665,-0.0217447989,3.8399999142,3.3080604076,0.0,184.1418762207,1.4142135382,0.0,0.0589255653,-0.0059406422,2.3020951748,0.0,0.0,1.4783978462,50.0,26.2999992371,172.7914886475,0.6969234347,132.5829620361,0.4927992821,0.0,0.2041241527,74.7263870239,0.0481125228,0.4082483053,0.0,0.0,0.2041241527,0.0,0.0,5.0,0.0,0.0,0.0,0.2886751294,0.0680413842,0.0,0.0,0.0,0.200000003,0.0,45.0,0.0,0.0,3.8073549271,0.0,0.0580769517,0.0,2.0,0.0,154.0200042725,0.0,0.0,0.0,0.0240562614,0.0,0.8164966106,0.0,0.0,0.0,8.5489377975,2.0,6.9962759018,0.0
InChI%3D1S%2FC2H6N2O%2Fc1-2%285%294-3%2Fh3H2%2C1H3%2C%28H%2C4%2C5%29,0.0,5.2179284096,1.0,0.0,2.7196512222,0.0,16.0,0.0,2.9717774391,0.5,1.2054125071,0.0986404121,0.0,0.0,0.6763130426,0.3333333433,-0.0489691384,5.0,0.0,0.0,0.1868344694,0.0013860296,2.25,4.2844572067,0.0,0.0,117.556098938,0.0,0.0,-0.0017370969,4.0,2.2700555325,0.0,102.0043869019,0.0,0.0,0.0,0.0,1.8020951748,0.0,0.0,0.8164966106,18.0,58.6100006104,90.818649292,0.0,38.1896934509,0.4082483053,0.0,0.0,0.0,0.1000000015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4082483053,0.0577350259,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,3.3219280243,0.0,0.0,0.0,0.0,0.0,80.0299987793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4944453239,1.0,4.8582653999,0.0
InChI%3D1S%2FC2H5NS%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29,0.0,6.9494347572,1.0,0.0,0.0,0.0,12.0,0.0,3.3416407108,1.0,1.4208203554,0.0396737494,0.0,0.0,1.2562305927,0.5,-0.0134777948,4.0,0.0,0.0,0.0,-0.0063590808,1.3333333731,3.577350378,0.0,0.0,162.6957702637,0.0,0.0,0.0,,1.7320507765,0.0,134.8045806885,0.0,0.0,0.0,0.0,1.7320507765,0.0,0.0,0.0,9.0,62.6500015259,103.3867263794,0.0,0.0,0.0,0.0,0.0,0.0,0.3354102075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502588,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0200004578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.4877414703,1.0,4.8359704018,0.0
InChI%3D1S%2FC16H12N2O2%2Fc19-15-13-7-3-1-5-11%2813%299-17-16%2820%2914-8-4-2-6-12%2814%2910-18%2815%2917%2Fh1-8H%2C9-10H2,0.0,37.1005973816,2.0,0.0,42.4289665222,0.2573885024,114.0,36.6504020691,10.7439393997,0.8000000119,6.5497245789,0.3404754698,0.200000003,0.54962641,5.0398974419,0.4444444478,-0.1582933068,13.648393631,0.0,0.0,3.8960535526,-0.0136465952,5.3252596855,13.6898698807,0.0,0.0,1461.9025878906,11.9822311401,2.8680171967,0.1129291207,2.2032001019,9.7540197372,8.0,1789.4985351563,18.7522296906,0.0,2.1157300472,-0.1533239931,8.934129715,0.0,1.254655838,8.3369007111,716.0,40.6199989319,2663.4152832031,7.335258007,2828.4880371094,3.7877509594,0.8105611205,6.3749508858,2224.8146972656,0.5811701417,6.661151886,0.0,0.0,10.4796323776,4.5100374222,0.1391453892,38.0,3.4800341129,0.0,0.0,1.2625645399,1.3948452473,0.0,0.0,1.0,0.0,0.0,324.0,0.0,0.0,5.3219280243,0.0,1.9965313673,6.1204638481,0.0,0.0,845.0399780273,4.0,0.5059080124,0.0909108967,2.5896887779,0.0,0.0,0.0,0.1649977416,0.0,22.268913269,2.0,24.6889133453,0.0
